"date","author","body","titles","urls"
"10 minutos","Miguel Rivera Puig, EL VOCERO","Seis muertes violentas se registraron ayer y otras tres el viernes, entre ellas la de una niña de nueve meses de nacida golpeada brutalmente por su madre, sumando 86 los asesinatos desde que comenzó el año, un aumento de tres comparado con 2020.El último de los hechos del cruento fin de semana se escenificó a las 10:41 de la noche de ayer, frente al edificio 11 en el residencial Roosevelt, en Mayagüez.Sicarios ultimaron a balazos a Jan Carlos Rodríguez Rodríguez, de 26 años, con domicilio en la urbanización Riveras. La víctima tenía antecedentes penales por tentativa de asesinato, armas, drogas y resistencia al arresto.A las 9:44 de la noche de ayer, fue asesinado Jorge Luis Guerra Burgos, de 42 años, por pistoleros que lo acechaban en la PR-837 en el barrio Santa Rosa I, en Guaynabo. La víctima, con antecedentes de tentativa de asesinatos, armas, drogas y apropiación ilegal, salió de su casa en un Honda Accord modelo de 1997, y de inmediato fue mortalmente tiroteado.A la 1:49 de la tarde de ayer, ocurrió un doble asesinato en la PR-155 en la urbanización Alturas de Vega Baja. Los jóvenes Jean Carlos del Valle Arroyo, de 26 años, con antecedentes por armas, drogas y Ley Vehicular, y Justo Joered Pagán Pagán, de 22 años, con antecedentes por drogas, ambos vecinos de Alturas de Vega Baja, fueron mortalmente baleados cuando viajaban en un Honda Accord modelo de 2019.A las 8:26 de la mañana de ayer, fue hallado el cadáver baleado de José Montalvo Mártir en el interior de un Chrysler 300 estacionado cerca de una escuela en la PR-129, en el barrio Hato Arriba, en Arecibo. La víctima tenía antecedentes por armas, amenaza y violencia doméstica.A las 5:15 de la madrugada de ayer, y en medio de una balacera en el residencial Barbosa, en Bayamón, un joven de 18 años resultó muerto y otro de 28 años herido.Al llegar la Policía al lugar respondiendo al sistema de detección de disparos, las víctimas habían sido llevadas por vecinos a distintos hospitales.Jonathan Yamil Cruz Ramírez fue declarado muerto en un hospital privado. Según la Policía, ya había sido fichado como adulto por un caso de drogas.El herido fue atendido en un hospital en Bayamón.En los informes policiales, fue agregado como asesinato la muerte de la infanta Alondra Marie Irizarry Colón, ocurrido en la mañana del viernes en el residencial Rincón Taíno en Santa Isabel.Daisy Colón Torres, de 27 años, madre de la menor, fue acusada ayer de asesinato en primer grado y sumariada en una cárcel cuando no prestó la fianza de $800 mil que le fue señalada por una jueza en Ponce.","Se registran nueve asesinatos en el fin de semana","/ley-y-orden/se-registran-nueve-asesinatos-en-el-fin-de-semana/article_de3bf266-6eb8-11eb-a012-6b1df6ad74c7.html"
"14/02/2021","Associated Press","DUBÁI, Emiratos Árabes Unidos — Emiratos Árabes Unidos publicó hoy la primera imagen tomada por su sonda marciana, que está orbitando en torno al planeta rojo.La fotografía, tomada, el miércoles, muestra la luz del sol iluminando la superficie del planeta. Muestra el polo norte Marte, así como su volcán más grande, el Monte Olimpo.La imagen fue tomada por la sonda espacial Amal, o “Esperanza”.La nave entró el martes en la órbita marciana, un triunfo para la primera misión interplanetaria árabe.","Emiratos Árabes publica la primera foto de su misión a Marte","/el-mundo/emiratos-rabes-publica-la-primera-foto-de-su-misi-n-a-marte/article_075dcf7c-6eb7-11eb-869c-cb57c9059d81.html"
"14/02/2021","Mari Yamaguchi, Associated Press","JAPÓN — Las autoridades japonesas aprobaron hoy su primera vacuna contra el Covid-19 y dijeron que comenzarían las vacunaciones en cuestión de días, meses después de Estados Unidos y muchos otros países.El Ministerio japonés de Salud dijo que había aprobado la vacuna codesarrollada por Pfizer Inc. y BioNTech.El anuncio se produjo después de que un comité del gobierno confirmara que los resultados finales de los ensayos clínicos realizados en Japón mostraron que la vacuna tenía una eficacia similar a la registrada en los ensayos en el extranjero.Muchos países comenzaron a vacunar a sus ciudadanos a finales del año pasado, y la vacuna de Pfizer se ha utilizado en otros lugares desde diciembre.Según el plan actual, unos 20,000 trabajadores médicos de primera línea en hospitales de Japón serán los primeros en vacunarse a partir del miércoles, aproximadamente. Otros 3.7 millones de trabajadores médicos irán después, seguidos por ancianos que deberían recibir sus inyecciones a partir de abril. Se espera que la población general pueda optar a vacunarse a partir de junio.Las vacunas están consideradas como cruciales para celebrar los aplazados Juegos Olímpicos de Tokio este verano. Se espera que Japón reciba 144 millones de dosis de Pfizer, 120 millones de AstraZeneca y unos 50 millones de Moderna antes de final de año, suficiente para cubrir a su población.Las vacunas desarrolladas en Japón están aún en las primeras fases de desarrollo, de modo que el país debe recurrir a importaciones. AstraZeneca pidió hace poco la aprobación de su fármaco en Japón, mientras que Moderna no lo ha hecho aún. La dependencia de Japón a las importaciones, muchas de ellas sujetas a los controles de exportación de la UE, también ha causado preocupación sobre el suministro.","Japón aprueba su primera vacuna contra el Covid-19","/el-mundo/jap-n-aprueba-su-primera-vacuna-contra-el-covid-19/article_29986bf2-6eb6-11eb-9ff9-9fc855aca1d0.html"
"29 minutos","Redacción elvocero.com","El Departamento de Salud reportó hoy en su informe 216 pacientes hospitalizados por Covid-19, un aumento de tres en comparación a la cifra informada ayer.Según la agencia, de las 216 personas hospitalizadas, hay 50 pacientes adultos en cuidados intensivos y 46 con ventilador.El número de hospitalizados por el virus se ha mantenido por debajo de los 300 —excepto el 3 de febrero— por las pasadas tres semanas.

Al momento, el País cuenta con 2,850 camas para adultos, 177 camas de intensivo y 795 ventiladores, así como 848 camas pediátricas, 64 camas de intensivo y 135 ventiladores pediátricos.
                        
                
                    
                
                
                
                
        
                        
                
            
            
        
                    
                
                
            
                
                
                    Gobierno
                
            
            
        
             
        

        
            Salud reporta cinco muertes y 920 casos adicionales de Covid-19
            Redacción elvocero.com
                
                    
                    
                    
                    
                    
                    
                    
                    
                
            
            
        Salud reportó hoy 930 casos entre confirmados y sospechosos.Con esto, la cifra acumulada asciende a 172,797 casos y a 1,919 muertes, entre confirmadas y probables, desde que comenzó la pandemia.","En 216 las hospitalizaciones por Covid-19","/gobierno/en-216-las-hospitalizaciones-por-covid-19/article_48983840-6eb4-11eb-a23d-171a9819d125.html"
"una hora","Miguel Rivera Puig, EL VOCERO","Seis muertes violentas se registraron ayer y otras tres el viernes, entre ellas la de una niña de nueve meses de nacida golpeada brutalmente por su madre, sumando 86 los asesinatos desde que comenzó el año, un aumento de tres comparado con 2020.El último de los hechos del cruento fin de semana se escenificó a las 10:41 de la noche de ayer, frente al edificio 11 en el residencial Roosevelt, en Mayagüez.Sicarios ultimaron a balazos a Jan Carlos Rodríguez Rodríguez, de 26 años, con domicilio en la urbanización Riveras. La víctima tenía antecedentes penales por tentativa de asesinato, armas, drogas y resistencia al arresto.A las 9:44 de la noche de ayer, fue asesinado Jorge Luis Guerra Burgos, de 42 años, por pistoleros que lo acechaban en la PR-837 en el barrio Santa Rosa I, en Guaynabo. La víctima, con antecedentes de tentativa de asesinatos, armas, drogas y apropiación ilegal, salió de su casa en un Honda Accord modelo de 1997, y de inmediato fue mortalmente tiroteado.A la 1:49 de la tarde de ayer, ocurrió un doble asesinato en la PR-155 en la urbanización Alturas de Vega Baja. Los jóvenes Jean Carlos del Valle Arroyo, de 26 años, con antecedentes por armas, drogas y Ley Vehicular, y Justo Joered Pagán Pagán, de 22 años, con antecedentes por drogas, ambos vecinos de Alturas de Vega Baja, fueron mortalmente baleados cuando viajaban en un Honda Accord modelo de 2019.A las 8:26 de la mañana de ayer, fue hallado el cadáver baleado de José Montalvo Mártir en el interior de un Chrysler 300 estacionado cerca de una escuela en la PR-129, en el barrio Hato Arriba, en Arecibo. La víctima tenía antecedentes por armas, amenaza y violencia doméstica.A las 5:15 de la madrugada de ayer, y en medio de una balacera en el residencial Barbosa, en Bayamón, un joven de 18 años resultó muerto y otro de 28 años herido.Al llegar la Policía al lugar respondiendo al sistema de detección de disparos, las víctimas habían sido llevadas por vecinos a distintos hospitales.Jonathan Yamil Cruz Ramírez fue declarado muerto en un hospital privado. Según la Policía, ya había sido fichado como adulto por un caso de drogas.El herido fue atendido en un hospital en Bayamón.En los informes policiales, fue agregado como asesinato la muerte de la infanta Alondra Marie Irizarry Colón, ocurrido en la mañana del viernes en el residencial Rincón Taíno en Santa Isabel.Daisy Colón Torres, de 27 años, madre de la menor, fue acusada ayer de asesinato en primer grado y sumariada en una cárcel cuando no prestó la fianza de $800 mil que le fue señalada por una jueza en Ponce.","Se registran nueve asesinatos en el fin de semana","/ley-y-orden/se-registran-nueve-asesinatos-en-el-fin-de-semana/article_de3bf266-6eb8-11eb-a012-6b1df6ad74c7.html"
"una hora","Miguel Rivera Puig, EL VOCERO","Seis muertes violentas se registraron ayer y otras tres el viernes, entre ellas la de una niña de nueve meses de nacida golpeada brutalmente por su madre, sumando 86 los asesinatos desde que comenzó el año, un aumento de tres comparado con 2020.El último de los hechos del cruento fin de semana se escenificó a las 10:41 de la noche de ayer, frente al edificio 11 en el residencial Roosevelt, en Mayagüez.Sicarios ultimaron a balazos a Jan Carlos Rodríguez Rodríguez, de 26 años, con domicilio en la urbanización Riveras. La víctima tenía antecedentes penales por tentativa de asesinato, armas, drogas y resistencia al arresto.A las 9:44 de la noche de ayer, fue asesinado Jorge Luis Guerra Burgos, de 42 años, por pistoleros que lo acechaban en la PR-837 en el barrio Santa Rosa I, en Guaynabo. La víctima, con antecedentes de tentativa de asesinatos, armas, drogas y apropiación ilegal, salió de su casa en un Honda Accord modelo de 1997, y de inmediato fue mortalmente tiroteado.A la 1:49 de la tarde de ayer, ocurrió un doble asesinato en la PR-155 en la urbanización Alturas de Vega Baja. Los jóvenes Jean Carlos del Valle Arroyo, de 26 años, con antecedentes por armas, drogas y Ley Vehicular, y Justo Joered Pagán Pagán, de 22 años, con antecedentes por drogas, ambos vecinos de Alturas de Vega Baja, fueron mortalmente baleados cuando viajaban en un Honda Accord modelo de 2019.A las 8:26 de la mañana de ayer, fue hallado el cadáver baleado de José Montalvo Mártir en el interior de un Chrysler 300 estacionado cerca de una escuela en la PR-129, en el barrio Hato Arriba, en Arecibo. La víctima tenía antecedentes por armas, amenaza y violencia doméstica.A las 5:15 de la madrugada de ayer, y en medio de una balacera en el residencial Barbosa, en Bayamón, un joven de 18 años resultó muerto y otro de 28 años herido.Al llegar la Policía al lugar respondiendo al sistema de detección de disparos, las víctimas habían sido llevadas por vecinos a distintos hospitales.Jonathan Yamil Cruz Ramírez fue declarado muerto en un hospital privado. Según la Policía, ya había sido fichado como adulto por un caso de drogas.El herido fue atendido en un hospital en Bayamón.En los informes policiales, fue agregado como asesinato la muerte de la infanta Alondra Marie Irizarry Colón, ocurrido en la mañana del viernes en el residencial Rincón Taíno en Santa Isabel.Daisy Colón Torres, de 27 años, madre de la menor, fue acusada ayer de asesinato en primer grado y sumariada en una cárcel cuando no prestó la fianza de $800 mil que le fue señalada por una jueza en Ponce.","Se registran nueve asesinatos en el fin de semana","/ley-y-orden/se-registran-nueve-asesinatos-en-el-fin-de-semana/article_de3bf266-6eb8-11eb-a012-6b1df6ad74c7.html"
"14/02/2021","Redacción elvocero.com","La celebración del Día de la Amistad se convirtió en una peculiar caravana, en la que más de 50 estudiantes de la Bayamón Military Academy visitaron seis cuarteles para reconocer a los policías de Puerto Rico.El evento sirvió como antesala a la conmemoración de la Semana de los Policías, a celebrarse del 21 al 27 de febrero de 2021.Los estudiantes llevaron obsequios y entregaron placas de reconocimiento como muestra de agradecimiento y admiración por su labor policial. Durante las paradas, los profesionales pudieron compartir con los estudiantes sus diferentes roles en velar por la seguridad de los ciudadanos, reducir la incidencia criminal y la violación de las leyes para mantener el orden y la paz en el País.
                       
                   
            
            
                
                
                
                
        
            
                
                
            
            
                
                
                    
                                Suministrada
                            
                        
                        
                    “En la Bayamón Military Academy estamos enfocados en proveerle a nuestros estudiantes todas las herramientas que están a nuestro alcance para que tengan un desarrollo sano en un ambiente seguro. La labor de los policías de Puerto Rico es un gran ejemplo para nuestros estudiantes, que está alineada a nuestra visión. Nuestros jóvenes necesitan ejemplos de profesionales que tuvieron una formación que promovemos y respetamos en nuestra academia. Reconocemos su gran compromiso con las comunidades de nuestra Isla y quisimos llevarle un poco de alegría y agradecimiento”, expresó Joana Torres, maestra de la academia.
                       
                   
            
            
                
                
                
                
        
            
                
                
            
            
                
                
                    
                                Suministrada 
                            
                        
                        
                    La caravana visitó seis cuarteles en el municipio de Bayamón, finalizando con una parada especial en el Cuartel General en San Juan. Los policías recibieron a los estudiantes con gran emoción y sorprendidos por su visita.Bayamón Military Academy provee una educación que desarrolla las capacidades, habilidades y cualidades de liderazgo para los estudiantes, desde pre-kínder hasta duodécimo grado, basado en un enfoque militar. Para más información puede comunicarse al 787-798-6510.","Caravana de la amistad en honor a policías","/ley-y-orden/caravana-de-la-amistad-en-honor-a-polic-as/article_adae238a-6eae-11eb-9249-0b0b5cf770fb.html"
"13/02/2021","Redacción elvocero.com","El Agente Especial a Cargo de la Oficina de San Juan del Negociado Federal de Investigación (FBI, por sus siglas en inglés), Rafael A. Riviere Vázquez, anunció el arresto de Carlos A. Ortiz Santiago (Ortiz Santiago).Ortiz Santiago fue acusado mediante querella por violaciones al Título 18, Código de los Estados Unidos, United States Code, Seciones 2119 (Carjacking) 924(c) (Uso de un arma de fuego durante la comisión de un crimen violento) por eventos que ocurrieron en San Juan, Puerto Rico en diciembre del 2020.El sujeto fue arrestado por Agentes Especiales de la Escuadra de Crímenes Violentos de la Oficina de San Juan del FBI. El arresto se llevó a cabo el 10 de febrero de 2021 luego de que Ortiz Santiago fuera detenido por Agentes de la Policía de Puerto Rico.El enjuiciamiento de este caso está a cargo del Fiscal Federal Johathan Gottfried, de la Sección de Crímenes Violentos y es investigado por la Oficina de San Juan del FBI.Las confidencias e información ayudan al FBI y a sus colegas federales, estatales y locales en el desempeño de sus funciones. Por ello, se le solicita al público que contacte a la Oficina de San Juan del FBI al 787-987-6500, o reporte confidencias a través de la línea de pistas (tips) del FBI, disponible en la página de internet Tips.FBI.Gov.Los querellantes podrán permanecer anónimos.Se le recuerda al público que una Querella sólo contiene cargos y no es evidencia de culpabilidad. Todo acusado se presume inocente hasta que se pruebe lo contrario más allá de toda duda razonable. El Gobierno de los Estados Unidos tiene el peso de la prueba.","FBI arresta a hombre por carjacking y uso de arma de fuego","/ley-y-orden/fbi-arresta-a-hombre-por-carjacking-y-uso-de-arma-de-fuego/article_7043a66a-6e53-11eb-83c5-5b2de16fed01.html"
"13/02/2021","Redacción elvocero.com","La juez Annette Marie Santiago Díaz del Tribunal de Primera Instancia de Ponce determinó causa probable para arresto por el asesinato de una menor de unos 9 meses de nacida, contra Daisy Marie Colón Torres de 27 años, por hechos ocurridos el 12 de febrero de 2021 en Santa Isabel. Así lo dieron a conocer el secretario de justicia Domingo Emanuelli Hernández, la jefa de los fiscales Melissa Vázquez Sandoval y la fiscal de distrito de Ponce Marjorie Gierbolini La investigación del caso fue llevada por la fiscal Tasha Cruz Rodríguez en coordinación con el agente José I. Torres Cruz de la División de Homicidios del CIC de Ponce. La imputada Colón Torres llevó a su hija de 9 meses al centro de urgencias de Santa Isabel, al ser atendida por el médico de turno, éste certificó ausencia de signos vitales. La menor presentaba múltiples hematomas en diferentes partes del cuerpo, incluyendo la cara.  De la investigación se desprende que la menor fue sometida a un patrón de maltrato lo que le ocasionó la muerte. A la imputado Colón Torres se le radicó un cargo por el Artículo 93 Asesinato del Código Penal de Puerto Rico. La juez Santiago Díaz fijó una fianza de $800,000 la cual no fue prestada, siendo ingresada a la cárcel.   La vista preliminar fue señalada para el 3 de marzo de 2021.   # # #","Fiscalía de Ponce presenta cargos contra mujer por asesinato de bebé","/ley-y-orden/fiscal-a-de-ponce-presenta-cargos-contra-mujer-por-asesinato-de-beb/article_01d87cbe-6e44-11eb-a289-47f4e96aaf78.html"
"13/02/2021","InterNewsService","Agentes de la división Drogas de Yauco incautaron anoche un vehículo en cuyo interior fueron encontradas más de 770 dosis de sustancias controladas, dinero en efectivo y municiones, hechos registrados en la calle Del Río del barrio Quebrada, en Guayanilla.Al interior de un Toyota C-HR blanco del año 2021 fueron halladas 714 bolsitas de crack, 61 pastillas, un cargador con 19 municiones calibre .40 y 1,249 dólares en efectivo.No hubo arrestos relacionados con el caso.","Incautan más de 700 bolsitas de crack en Guayanilla","/ley-y-orden/incautan-m-s-de-700-bolsitas-de-crack-en-guayanilla/article_85559a52-6e41-11eb-9b13-1309ff82e132.html"
