"date","author","body","titles","urls"
"13/02/2021","Associated Press","WASHINGTON— El subsecretario de prensa de la Casa Blanca, T.J. Ducklo, presentó su renuncia un día después que lo suspendieran por lanzar una amenaza sexista y soez a una periodista que buscaba cubrir su relación con otra reportera.Ducklo había sido suspendido sin paga el viernes por una semana luego que la revista Vanity Fair publicara un contenido sobre sus amenazas sexistas contra una periodista de Político a la que aseveró que ""te destruiré"", en su intento por impedir la publicación de un artículo sobre su relación.La periodista trataba de sacar a la luz la relación de Ducklo con una reportera de asuntos políticos del portal noticioso Axios que antes había cubierto la campaña y transición del hoy presidente Joe Biden.Ducklo dijo el sábado en un comunicado sentirse ""devastado de haber avergonzado y decepcionado a mis colegas en la Casa Blanca y al presidente Biden"".""No hay palabras para expresar mi arrepentimiento, mi vergüenza y mi repugnancia por mi conducta"", señaló. ""Utilicé un vocabulario que una mujer jamás debe escuchar de nadie, especialmente en una situación en que ella sólo intentaba hacer su trabajo. Fue un vocabulario repugnante, irrespetuoso e inaceptable"".Antes de que Político publicara el artículo el martes, People Magazine había hecho lo propio con una descripción favorable de la relación. Era la primera vez que alguno de los dos reconocía públicamente una relación de pareja.Ducklo se convirtió en la primera baja del nuevo gobierno, a pocos días de que Biden cumpla su primer mes en la presidencia, y ocurrió mientras la Casa Blanca enfrentaba críticas por su decisión de retener a Ducklo y no atenerse a las normas fijadas por el mismo Biden.Durante la juramentación virtual el día que Biden asumió la presidencia, el mandatario había asegurado que ""despediré de inmediato a quien trabaje conmigo si me entero que trató a otro colega sin respeto o si habla con desprecio de alguien"".""No hay pero que valga"", agregó Biden.La secretaria de prensa de la Casa Blanca, Jen Psaki, enfrentó el viernes un aluvión de preguntas sobre la polémica. Los reporteros destacaron aquellas palabras de Biden y cuestionaron la decisión de sólo suspender a Ducklo durante una semana.","Renuncia subsecretario de prensa de Casa Blanca por polémica","/el-mundo/renuncia-subsecretario-de-prensa-de-casa-blanca-por-pol-mica/article_1272bfc2-6e70-11eb-b14b-ef016627d363.html"
"13/02/2021","Associated Press","LOS ÁNGELES— El Partido Republicano de California anunció el sábado que ha destinado 125,000 dólares a la campaña que busca la destitución del gobernador demócrata Gavin Newsom.La inyección de fondos sucede en un momento crucial para los organizadores, que deben reunir 1.5 millones de firmas válidas para mediados de marzo a fin de que la propuesta pueda ser sometida a votación.Los fondos serán destinados directamente a la contratación del personal para la recolecta de firmas. Hasta ahora, esa tarea ha sido designada más que nada a voluntarios, junto con correo masivo enviado a hogares de diferentes partes del estado.El dinero fue donado a Rescue California, uno de varios comités políticos que tratan de destituir a Newsom. Los asesores políticos del gobernador consideran que la propuesta es un esfuerzo erróneo de partidarios del expresidente Donald Trump y de otros republicanos.El Partido Republicano emitió el cheque pocos días después que el Comité Nacional Republicano otorgara 250,000 dólares a la facción del partido en estado para ayudar en la campaña de destitución.Los organizadores afirman que hasta la fecha han recabado más de 1.5 millones de firmas, si bien no queda claro cuántas de ellas serán anuladas por tecnicismos u otros errores. Los comités detrás de la campaña esperan reunir muchas más de las 1.5 millones de firmas necesarias, para asegurar que clasifique.""Esperamos reunir otras 400,000 firmas"", sostuvo la gerente de la campaña de Rescue California, Anne Dunsmore, en un comunicado. Con la donación de seis cifras, ""agregamos una importante partida presupuestaria a nuestros fondos"".La aportación ""garantizará que obtengamos las firmas adicionales suficientes para que Gavin Newsom rinda cuentas"", añadió.Dan Newman, el jefe de estrategia de Newsom, dijo que el cheque confirma la asociación económica entre la campaña de destitución y los republicanos estatales y nacionales.""La fachada ha caído. Nunca ha sido más evidente —ellos están admitiendo que el plan republicano de destitución es simple política partidista"", aseveró Newman en un comunicado. ""Los republicanos han perdido cada elección estatal de los últimos 15 años, por lo que intentan medidas cada vez más desesperadas, distractoras y destructivas"".Las encuestas revelan que la popularidad de Newsom ha ido en declive al tiempo que los residentes del estado se oponen a una prolongadas imposición de normas contra el coronavirus que ha causado el cierre de escuelas y de negocios.","Republicanos de California apoyan campaña contra gobernador","/el-mundo/republicanos-de-california-apoyan-campa-a-contra-gobernador/article_640cd6e2-6e70-11eb-a2ca-7bf1a7b7665b.html"
"13/02/2021","Associated Press","LONDRES— El primer ministro británico Boris Johnson planea exhortar a los líderes de las naciones más ricas del mundo a unirse en una ""misión colosal'' a fin de hacer llegar las vacunas contra el Covid-19 a todo el mundo que lleve a una recuperación sostenible de la pandemia, de acuerdo con declaraciones difundidas el sábado.Johnson se prepara para presidir una reunión virtual de líderes del Grupo de los Siete países industrializados el próximo viernes. Será la primera sesión que encabece Johnson desde que el Reino Unido asumió la presidencia del G7 en enero.""Las soluciones a los desafíos que enfrentamos —desde la misión colosal de distribuir las vacunas a todos los países hasta el combate para revertir el daño causado a nuestros ecosistemas y guiar a una recuperación sostenible tras el coronavirus— se encuentra en las discusiones que tengamos con nuestros amigos y socios en todo el mundo"", afirmó Johnson en las declaraciones dadas a conocer antes del evento.Los países ricos han sido criticados por comprar más vacunas contra el Covid-19 de las que en realidad necesitan, lo que ha dejado a las naciones en vías de desarrollo sin acceso a las cruciales inyecciones. Expertos en salud pública advierten que la pandemia del coronavirus no estará bajo control hasta que la población mundial pueda vacunarse.Los gobiernos de todas naciones deben a fin de dar a los suministros de la vacuna el mejor uso posible, recalcó Johnson.""Espero que 2021 sea recordado como el año en que la humanidad trabajó unida como nunca antes para derrotar a un enemigo común"", comentó.La sesión del viernes marca la primera cita multilateral importante del presidente estadounidense Joe Biden desde que asumió el cargo el mes pasado. Está planeado que el Reino Unido sea la sede de la cumbre del G7 en Cornwall, Inglaterra, en junio.","Primer británico insta a G7 a unirse contra el Covid-19","/el-mundo/primer-brit-nico-insta-a-g7-a-unirse-contra-el-covid-19/article_f54b4720-6e65-11eb-b20b-234068ff8034.html"
"13/02/2021","Associated Press","TALLAHASSEE— La grave situación de las ballenas francas, en peligro de extinción, dio otro giro lamentable el sábado cuando una cría de unos dos meses fue encontrada muerta en una playa en Florida con señales de haber sido golpeada por una embarcación.Quedan menos de 400 ejemplares de ballenas francas del Atlántico norte, y la muerte de cualquier ejemplar representa un duro revés a las acciones para evitar la extinción de la especie, según biólogos federales que se dijeron consternados del hallazgo, ocurrido el sábado, del cadáver de la cría de siete metros (22 pies) de largo en el Parque Estatal Anastasia, cerca de St. Augustine.""Este es un acontecimiento muy triste"", indicó Blair Mase, un experto en ballenas de la Oficina Nacional de Administración Oceánica y Atmosférica de Estados Unidos (NOAA por sus siglas en inglés).""Cada muerte que ocurra tiene un impacto devastador en toda la población, porque son una de nuestras ballenas más críticamente en peligro de extinción en el mundo"", señaló Blase. ""Cada ballena cuenta"".Se cree que la cría es la primera nacida de una ballena de 19 años que los biólogos nombraron ""Infinity"". Ambos fueron vistos frente a la Isla Amelia en el norte de Florida el 17 de enero.Se investigan las circunstancias de la muerte de la ballena. Sin embargo, según autoridades federales, es evidente que estuvo implicada una embarcación. La ballena sufrió heridas de propela en la cabeza y el lomo.Debido a las inclemencias del tiempo, los biólogos no pudieron emprender de inmediato la búsqueda de la madre de la cría para ver si también fue herida por el choque con alguna embarcación.Fue la segunda muerte de una cría en la temporada de alumbramiento después de la encontrada en noviembre en una de las islas de barrera en Carolina del Norte.De noviembre a abril, las ballenas francas se desplazan desde el mar gélido del norte del Atlántico hacia el sur para dar a luz en aguas más cálidas frente a las costas del noreste de Florida.Durante esos meses, las ballenas recorren aguas frente a la costa, a la que en ocasionan se acercan a unos 60 metros (200 pies), quedando vulnerables a embarcaciones, incluidos barcos pesqueros, que llegan o salen de los muelles.","Florida: Hallan muerta a cría de ballena en vía de extinción","/el-mundo/florida-hallan-muerta-a-cr-a-de-ballena-en-v-a-de-extinci-n/article_882f90d2-6e61-11eb-967b-07057695df97.html"
"13/02/2021","Redacción elvocero.com","El Agente Especial a Cargo de la Oficina de San Juan del Negociado Federal de Investigación (FBI, por sus siglas en inglés), Rafael A. Riviere Vázquez, anunció el arresto de Carlos A. Ortiz Santiago (Ortiz Santiago).Ortiz Santiago fue acusado mediante querella por violaciones al Título 18, Código de los Estados Unidos, United States Code, Seciones 2119 (Carjacking) 924(c) (Uso de un arma de fuego durante la comisión de un crimen violento) por eventos que ocurrieron en San Juan, Puerto Rico en diciembre del 2020.El sujeto fue arrestado por Agentes Especiales de la Escuadra de Crímenes Violentos de la Oficina de San Juan del FBI. El arresto se llevó a cabo el 10 de febrero de 2021 luego de que Ortiz Santiago fuera detenido por Agentes de la Policía de Puerto Rico.El enjuiciamiento de este caso está a cargo del Fiscal Federal Johathan Gottfried, de la Sección de Crímenes Violentos y es investigado por la Oficina de San Juan del FBI.Las confidencias e información ayudan al FBI y a sus colegas federales, estatales y locales en el desempeño de sus funciones. Por ello, se le solicita al público que contacte a la Oficina de San Juan del FBI al 787-987-6500, o reporte confidencias a través de la línea de pistas (tips) del FBI, disponible en la página de internet Tips.FBI.Gov.Los querellantes podrán permanecer anónimos.Se le recuerda al público que una Querella sólo contiene cargos y no es evidencia de culpabilidad. Todo acusado se presume inocente hasta que se pruebe lo contrario más allá de toda duda razonable. El Gobierno de los Estados Unidos tiene el peso de la prueba.","FBI arresta a hombre por carjacking y uso de arma de fuego","/ley-y-orden/fbi-arresta-a-hombre-por-carjacking-y-uso-de-arma-de-fuego/article_7043a66a-6e53-11eb-83c5-5b2de16fed01.html"
"13/02/2021","Redacción elvocero.com","El Agente Especial a Cargo de la Oficina de San Juan del Negociado Federal de Investigación (FBI, por sus siglas en inglés), Rafael A. Riviere Vázquez, anunció el arresto de Carlos A. Ortiz Santiago (Ortiz Santiago).Ortiz Santiago fue acusado mediante querella por violaciones al Título 18, Código de los Estados Unidos, United States Code, Seciones 2119 (Carjacking) 924(c) (Uso de un arma de fuego durante la comisión de un crimen violento) por eventos que ocurrieron en San Juan, Puerto Rico en diciembre del 2020.El sujeto fue arrestado por Agentes Especiales de la Escuadra de Crímenes Violentos de la Oficina de San Juan del FBI. El arresto se llevó a cabo el 10 de febrero de 2021 luego de que Ortiz Santiago fuera detenido por Agentes de la Policía de Puerto Rico.El enjuiciamiento de este caso está a cargo del Fiscal Federal Johathan Gottfried, de la Sección de Crímenes Violentos y es investigado por la Oficina de San Juan del FBI.Las confidencias e información ayudan al FBI y a sus colegas federales, estatales y locales en el desempeño de sus funciones. Por ello, se le solicita al público que contacte a la Oficina de San Juan del FBI al 787-987-6500, o reporte confidencias a través de la línea de pistas (tips) del FBI, disponible en la página de internet Tips.FBI.Gov.Los querellantes podrán permanecer anónimos.Se le recuerda al público que una Querella sólo contiene cargos y no es evidencia de culpabilidad. Todo acusado se presume inocente hasta que se pruebe lo contrario más allá de toda duda razonable. El Gobierno de los Estados Unidos tiene el peso de la prueba.","FBI arresta a hombre por carjacking y uso de arma de fuego","/ley-y-orden/fbi-arresta-a-hombre-por-carjacking-y-uso-de-arma-de-fuego/article_7043a66a-6e53-11eb-83c5-5b2de16fed01.html"
"13/02/2021","Redacción elvocero.com","La juez Annette Marie Santiago Díaz del Tribunal de Primera Instancia de Ponce determinó causa probable para arresto por el asesinato de una menor de unos 9 meses de nacida, contra Daisy Marie Colón Torres de 27 años, por hechos ocurridos el 12 de febrero de 2021 en Santa Isabel. Así lo dieron a conocer el secretario de justicia Domingo Emanuelli Hernández, la jefa de los fiscales Melissa Vázquez Sandoval y la fiscal de distrito de Ponce Marjorie Gierbolini La investigación del caso fue llevada por la fiscal Tasha Cruz Rodríguez en coordinación con el agente José I. Torres Cruz de la División de Homicidios del CIC de Ponce. La imputada Colón Torres llevó a su hija de 9 meses al centro de urgencias de Santa Isabel, al ser atendida por el médico de turno, éste certificó ausencia de signos vitales. La menor presentaba múltiples hematomas en diferentes partes del cuerpo, incluyendo la cara.  De la investigación se desprende que la menor fue sometida a un patrón de maltrato lo que le ocasionó la muerte. A la imputado Colón Torres se le radicó un cargo por el Artículo 93 Asesinato del Código Penal de Puerto Rico. La juez Santiago Díaz fijó una fianza de $800,000 la cual no fue prestada, siendo ingresada a la cárcel.   La vista preliminar fue señalada para el 3 de marzo de 2021.   # # #","Fiscalía de Ponce presenta cargos contra mujer por asesinato de bebé","/ley-y-orden/fiscal-a-de-ponce-presenta-cargos-contra-mujer-por-asesinato-de-beb/article_01d87cbe-6e44-11eb-a289-47f4e96aaf78.html"
"13/02/2021","InterNewsService","Agentes de la división Drogas de Yauco incautaron anoche un vehículo en cuyo interior fueron encontradas más de 770 dosis de sustancias controladas, dinero en efectivo y municiones, hechos registrados en la calle Del Río del barrio Quebrada, en Guayanilla.Al interior de un Toyota C-HR blanco del año 2021 fueron halladas 714 bolsitas de crack, 61 pastillas, un cargador con 19 municiones calibre .40 y 1,249 dólares en efectivo.No hubo arrestos relacionados con el caso.","Incautan más de 700 bolsitas de crack en Guayanilla","/ley-y-orden/incautan-m-s-de-700-bolsitas-de-crack-en-guayanilla/article_85559a52-6e41-11eb-9b13-1309ff82e132.html"
"13 horas","Redacción elvocero.com","Un doble asesinato se reportó a la 1:49 de la tarde de hoy en la carretera 155 frente a la panadería que ubica en la urbanización Alturas de Vega Baja en Vega Baja. De acuerdo a la información preliminar, una llamada a través del sistema de emergencias 9-1-1 alerto a las autoridades sobre los hechos, al llegar al lugar encontraron un vehículo Honda Accord color gris con múltiples impactos de bala y en el interior dos cuerpos con heridas de bala.  Agentes adscritos al Distrito de Vega Baja junto agentes de la División de Homicidios del Cuerpo de investigaciones Criminales de Vega Baja se encuentran en el lugar investigando.","Se reporta doble asesinato en Vega Baja","/ley-y-orden/se-reporta-doble-asesinato-en-vega-baja/article_d3fa10aa-6e39-11eb-a231-6f327d34f628.html"
"14 horas","InterNewsService","Un cajero automático valorado en 4,460 dólares se llevaron varios delincuentes durante un asalto perpetrado a las 2:34 de la madrugada de hoy en el garaje Total ubicado en la carretera 4491, sector Las Alcantarillas del barrio Puente, en Camuy.Según informó el querellante, Pablo Cordero, los individuos llegaron en un vehículo tipo van de color oscuro y cargaron un cajero automático ATM gris marca Hyosun de la compañía Easy Cash.El agente William Padín Jiménez, del distrito de Camuy, investigó preliminarmente, y luego refirió el caso a personal de la división de Delitos Contra la Propiedad del CIC de Arecibo.","Roban cajero automático de gasolinera en Camuy","/ley-y-orden/roban-cajero-autom-tico-de-gasolinera-en-camuy/article_b44d72c4-6e2a-11eb-a0eb-f794c239caa0.html"
