"date","author","body","titles","urls"
"14/02/2021","Joe Bruno Ortiz, Especial para EL VOCERO","El importado tresañero Resurrector atropelló fuerte en la recta final para dominar al favorito Super Kojak en los últimos metros e imponerse de forma sorpresiva en la edición 102 del clásico Jorge Washington este domingo en el hipódromo Camarero.La prueba, con premio de $43,920 y en distancia de 1,700 metros, contó con la participación de seis corredores entre los que Super Kojak fue considerado con gabela de dos por cinco en la banca de primera.Al ordenarse la salida, Cardiologist asumió la delantera seguido por Super Kojak, Seven Away, Resurrector, Abelo y Broken Tail. Así se mantuvo el grupo en la recta lejana con parciales cómodos de :26.38 y :51.20.Bajando de los 600 a los 400 metros finales, el ritmo de la carrera fue mejorando con Cardiologist siendo duramente presionado por Super Kojak por segunda línea y Seven Away afuera de ambos.Mientras eso ocurría, Resurrector desviaba hacia afuera para iniciar su avance a unos cuatro cuerpos detrás.Al entrar a la recta final, Super Kojak y Cardiologist se mantenían luchando la delantera hasta los últimos 200 metros cuando el primero pasaba a dominar y parecía encaminado al triunfo.Resurrector, con una monta intensa por parte de su jinete Joshua Navarro, continuó con su fuerte avance en el terreno derecho colocándose segundo en los 75 metros finales y no cedió en su empuje hasta llegar a tiempo para dominar a Super Kojak por el pescuezo y registro de 1:46.16 para el recorrido.
            
        
        
             
                
                    
                    
                        
                            Suscríbete para recibir en tu email las noticias más importantes de Deportes.
                        
                    
                                
                                    
                                        Success! An email has been sent to  with a link to confirm list signup.
                                    
                                
                                
                                    
                                        Error! There was an error processing your request.
                                    
                                
                                
                                        
                                            
                                                
                                                    
                                                        
                                                            Noticias Clave - Deportes
                                                            
                                                        
                                                    
                                                
                                                
                                            
                                            
                                                
                                                    
                                                    
                                                Please enter a valid email address.
                                            
                                            
                                                
                                                    Sign up
                                                
                                                
                                                    
                                                        Manage your lists
                                                    
                                                
                                            
                                        
                                    
                                
                            
                   
            
        
    
Desde la tercera posición completaron el orden de llegada Seven Away, Cardiologist, Abelo y Broken Tail.Resurrector, un hijo del semental Upstart criado en Kentucky, es propiedad del Clinton Stable, del joven Alfonso Rafael Escudero y entrenado por Salvador Correa. Logró su primer triunfo en su historial pistero en seis salidas.En el caso del Clinton Stable, esta representa su primera victoria importante desde que ganó precisamente este mismo evento en su edición de 1982 con el importado Alra. Correa, por su parte, logra su primer clásico desde que ganó el Agustín Mercado Reverón con el ejemplar El Viento en noviembre de 2005.Mientras, el jinete Navarro alcanza su primer éxito en carreras clásicas en Puerto Rico.Resurrector fue cotizado en la banca de primera con gabela de 24 por uno como último candidato y devolvió a sus apostadores $51.80 por cada $2. Colaboró para que el Pool de seis de este domingo fuese acertado por solo dos partes con pago de $47,372.55 con seis ganadores y $348.95 con cinco.De acuerdo a la oficina de bancas de Hipódromo Camarero, las partes ganadoras fueron un cuadro de $2.30, jugado en una agencia hípica de Carolina y otro de $13.80 jugado a través de la plataforma de internet ganadondesea.","Resurrector sorprendió en el clásico Jorge Washington","/deportes/resurrector-sorprendi-en-el-cl-sico-jorge-washington/article_f3d21c62-6f18-11eb-8951-6f928b2d1eaa.html"
"14/02/2021","Yamaira Muñiz Pérez, EL VOCERO","La selección nacional masculina de baloncesto logró incorporar a tiempo a Shabazz Napier, José Juan Barea y Gian Clavell antes del cierre de la burbuja FIBA para la tercera y última ventana clasificatoria al AmeriCup 2022 que se disputará sin público en el coliseo Roberto Clemente, de San Juan.Sin embargo, el combinado boricua no contará con el estelar delantero Isaiah Piñeiro.  “Al momento no va a llegar nadie (más). Estamos los que estamos. A estas alturas, lamentablemente, Piñeiro, por sus compromisos, y las situaciones que tiene allá (en Letonia) no va a poder llegar. Aparte que la burbuja también cierra hoy”, expresó el gerente general del quinteto boricua, Alfredo Morales, a EL VOCERO.Piñeiro está activo con el equipo VEF Riga, de Letonia, donde se opera con un estricto protocolo salubrista para evitar contagios de Covid-19.La Federación de Baloncesto de Puerto Rico (Fbpur) estuvo gestionando un permiso especial para traer al joven canastero, pero las gestiones resultaron infructuosas.Pese a eso, Morales informó que Barea, Napier y Clavell ya se integraron a las prácticas de la selección nacional lideradas por el dirigente boricua Eddie Casiano. Los otros canasteros activos son Gilberto Clavell, Iván Gandía, Emmanuel Andújar, José Rodríguez, Alexis Colón, Benito Santiago Jr., Isaac Sosa, Devon Collier, Jorge Brian Díaz, Timajh Parker-Rivera y Chris Ortiz.“Barea se integra hoy a las prácticas. Estuve hablando con él esta mañana. Shabazz ya está en Puerto Rico y también se integra hoy a las prácticas. El equipo está practicando muy bien. Se ve una intensidad bien buena, excelente, buen compañerismo entre todos los muchachos y bien positivo todo lo que estamos viendo”, comentó Morales.Sobre Napier, el directivo manifestó que la trayectoria del base de 29 años “habla por sí sola”.
            
        
        
             
                
                    
                    
                        
                            Suscríbete para recibir en tu email las noticias más importantes de Deportes.
                        
                    
                                
                                    
                                        Success! An email has been sent to  with a link to confirm list signup.
                                    
                                
                                
                                    
                                        Error! There was an error processing your request.
                                    
                                
                                
                                        
                                            
                                                
                                                    
                                                        
                                                            Noticias Clave - Deportes
                                                            
                                                        
                                                    
                                                
                                                
                                            
                                            
                                                
                                                    
                                                    
                                                Please enter a valid email address.
                                            
                                            
                                                
                                                    Sign up
                                                
                                                
                                                    
                                                        Manage your lists
                                                    
                                                
                                            
                                        
                                    
                                
                            
                   
            
        
    
“Sabemos que es un point guard natural con mucha experiencia, muchos puntos y conocimiento del juego, poder de anotación. Aporta en todos los aspectos dentro y fuera de la cancha y creo que va a mejorar también a sus compañeros de equipo. Y estamos bien contentos y va a aportar en todas las facetas del juego”, sostuvo Morales.Esta será la segunda convocatoria en la que participa Napier luego de asistir a la preselección de 2012, cuando estaba al mando Flor Meléndez. Sin embargo, una lesión lo dejó fuera del equipo.Desde ese entonces, el hijo de la puertorriqueña Carmen Velásquez enfocó su carrera en la NBA, jugando para Miami, Orlando, Portland, Brooklyn, Minnesota y Washington. Actualmente, se encuentra sin contrato en una liga profesional.Puerto Rico juega este viernes, 19, frente a México, y el sábado, 20, ante Bahamas como parte del Grupo D. Ambos partidos están pautados para las 9:00 p.m. y serán transmitidos por WAPA Deportes.Estados Unidos - ya clasificado - lidera ese grupo con 4-0, seguido por México (2-2), Puerto Rico (1-3) y Bahamas (1-3).El Clemente también albergará los partidos del Grupo C, integrado por República Dominicana, Islas Vírgenes, Canadá y Cuba. Esta última selección informó la semana pasada que no participará del evento debido a la pandemia.Este grupo comienza el miércoles, 17, con el enfrentamiento entre Islas Vírgenes y Canadá, a las 8:00 p.m.","Equipo nacional cierra su burbuja sin Isaiah Piñeiro","/deportes/equipo-nacional-cierra-su-burbuja-sin-isaiah-pi-eiro/article_b2e8e4a8-6f16-11eb-88f8-6b84366c8966.html"
"14/02/2021","Associated Press","BARCELONA— El Partido de los Socialistas parecía encaminarse el domingo a un apretado triunfo en las elecciones regionales de Cataluña, pero el bloque de partidos que respaldan que ésta se independice de España estaban ampliando su control del parlamento regional.Con 90% de los votos computados, los tres principales partidos enfocados en crear un Estado catalán independiente aparentemente incrementarían sus escaños en el parlamento regional a 74. En 2017, esos mismos partidos ganaron 70 bancas de la cámara, la cual tiene 135, y quedaron con una mayoría de sólo dos.El Partido de los Socialistas de Cataluña, partidario del federalismo y encabezado por el exministro de Salud Salvador Illa, se disponía a obtener 33 bancas con más de 580.000 votos. El proindependentista Izquierda Republicana de Cataluña también se enfilaba a ganar 33 escaños, pero con 530.000 sufragios.Con estos resultados, el parlamento se tornaría mucho más fragmentado y radical.El partido derechista Vox ingresó a la legislatura catalana por primera vez con 11 bancas, confirmando su avance en toda España en los últimos años. Su éxito vino a expensas del conservador Partido Popular, que se quedó con apenas tres escaños luego de una campaña en la que atenuó la que solía ser una postura estricta contra los independentistas catalanes.En el otro lado del espectro, el izquierdista y secesionista CUP aumentó su participación a nueve bancas respecto a las cuatro que poseía en 2017.Las fuerzas secesionistas necesitarán del impredecible CUP para conformar un gobierno mayoritario.Los resultados cambiaron el equilibrio de poder dentro del bloque separatista por primera vez hacia Izquierda Republicana de Cataluña, que superó al centroderechista Juntos por Cataluña, el cual se disponía a obtener 32 escaños.Izquierda Republicana de Cataluña, encabezado por el encarcelado Oriol Junqueras, puede disputar el liderazgo del bloque con Juntos por Cataluña, el partido del exlíder catalán Carles Puigdemont, quien huyó a Bélgica luego de un fallido intento de separación en octubre de 2017.Juntos Por Cataluña mantiene una postura más radical con respecto a la separación de España a corto plazo, mientras que Izquierda Republicana de Cataluña ha suavizado su postura al respecto en el último año y fijó como máxima prioridad — por el momento — obtener la amnistía de las autoridades centrales para Junqueras y otros líderes encarcelados.","Separatistas amplían su mayoría en el Parlamento de Cataluña","/el-mundo/separatistas-ampl-an-su-mayor-a-en-el-parlamento-de-catalu-a/article_45a383ec-6f18-11eb-9611-ebc8cf775986.html"
"14/02/2021","Associated Press","Chris Harrison, presentador de ""The Bachelor"", anunció que renunciará a su papel en la televisión y está ""avergonzado"" por manejar una controversia racial en el programa de citas de ABC.En una nueva declaración publicada el sábado, Harrison se disculpó nuevamente por defender las acciones de una concursante que se consideran ofensivas. ""Al excusar el racismo histórico, lo defendí"", escribió.Harrison fue criticado después de una entrevista en ""Extra"" cuando se le preguntó sobre el comportamiento pasado racialmente insensible de la concursante actual de ""Bachelor"" Rachael Kirkconnell.Han resurgido fotos viejas de ella en las que está vestida como nativa americana y en un baile temático de una plantación anterior a la guerra. Kirkconnell luego se disculpó por lo que ella llama sus acciones ""racistas y ofensivas"" del pasado.En la entrevista, Harrison defendió a Kirkconnell contra lo que llamó el ""woke police"" en las redes sociales. ""Todos necesitamos tener un poco de gracia, un poco de comprensión, un poco de compasión"", dijo en la entrevista.Harrison se disculpó el sábado y dijo que ""mi ignorancia hizo daño"" y que estaba ""avergonzado de lo desinformado que estaba"". Dijo que se alejará del programa de televisión ""por un período de tiempo"" y que no será el anfitrión del especial ""After the Final Rose"" que seguirá al final de temporada de ""The Bachelor"".","Presentador de The Bachelor dejará el programa ""por un tiempo""","/escenario/presentador-de-the-bachelor-dejar-el-programa-por-un-tiempo/article_f3cd3910-6f16-11eb-b29a-bbe5c7aa9391.html"
"14/02/2021","InterNewsService","El cadáver de una mujer en estado de descomposición fue hallado esta mañana por una amiga en una residencia ubicada en la calle Euro de la urbanización Campanilla, en Toa Baja.El cuerpo de Carol Báez Santana fue localizado en su residencia e identificado por su hija.El policía municipal Ángel Rodríguez investigó preliminarmente, quien luego dejó el caso en manos del agente Nicolás Maldonado, de Homicidios del Cuerpo de Investigaciones Criminales de Bayamón y el fiscal Josué Padilla, quien ordenó el envío del cuerpo al Negociado de Ciencias Forenses para que a través de la autopsia se determinen las causas del deceso.","Hallan cadáver de una mujer en estado de descomposición en Toa Baja","/ley-y-orden/hallan-cad-ver-de-una-mujer-en-estado-de-descomposici-n-en-toa-baja/article_234d2d42-6f00-11eb-b97a-43624edd5a94.html"
"14/02/2021","InterNewsService","El cadáver de una mujer en estado de descomposición fue hallado esta mañana por una amiga en una residencia ubicada en la calle Euro de la urbanización Campanilla, en Toa Baja.El cuerpo de Carol Báez Santana fue localizado en su residencia e identificado por su hija.El policía municipal Ángel Rodríguez investigó preliminarmente, quien luego dejó el caso en manos del agente Nicolás Maldonado, de Homicidios del Cuerpo de Investigaciones Criminales de Bayamón y el fiscal Josué Padilla, quien ordenó el envío del cuerpo al Negociado de Ciencias Forenses para que a través de la autopsia se determinen las causas del deceso.","Hallan cadáver de una mujer en estado de descomposición en Toa Baja","/ley-y-orden/hallan-cad-ver-de-una-mujer-en-estado-de-descomposici-n-en-toa-baja/article_234d2d42-6f00-11eb-b97a-43624edd5a94.html"
"14/02/2021","InterNewsService","Un conductor de 46 años falleció y los ocupantes de otro vehículo quedaron en riesgo vital en medio de un accidente de tránsito ocurrido a las 5:07 de la tarde de ayer, en el kilómetro 4.3 de la carretera PR-357, en Maricao.Según el reporte del agente Guilloty, de Patrullas de Carreteras de Mayagüez, el accidente se produjo cuando Liceles Martínez Ronda, de 41 años, conducía a exceso de velocidad un Mercedes Benz negro, con tablilla DFG-249, en compañía de la joven Marlene Rivera Mercado, de 18 años, y al rebasar por la izquierda impactó de frente a un Suzuki Vitara negro, tablilla GDP-859, conducido por Jorge Williams Morales Rosado, quien falleció en el acto.Los ocupantes del Mercedes Benz fueron llevados en condición crítica al Centro Médico de Mayagüez.","Un muerto y dos heridos graves deja accidente de tránsito en Maricao","/ley-y-orden/un-muerto-y-dos-heridos-graves-deja-accidente-de-tr-nsito-en-maricao/article_04363814-6ef5-11eb-a2c7-a37a23bf4548.html"
"5 horas","Miguel Rivera Puig, EL VOCERO","Una muerte violenta ocurrió en la mañana de hoy, otras seis se registraron el sábado y otras tres el viernes, entre ellas la de una niña de nueve meses de nacida golpeada brutalmente por su madre, sumando 87 los asesinatos desde que comenzó el año, un aumento de cuatro comparado con 2020.El último de los hechos del cruento fin de semana se escenificó a las 7:30 de la mañana de hoy en el kilómetro 8.4 de la PR-102 en el barrio Guanajibo, en Cabo Rojo.En el lugar fue hallado el cadáver con múltiples heridas de bala de Jovan Valentín Torres, de 33 años, quien era vecino de Aguada.A las 10:41 de la noche de ayer, frente al edificio 11 en el residencial Roosevelt, en Mayagüez, varios sicarios ultimaron a balazos a Jan Carlos Rodríguez Rodríguez, de 26 años, con domicilio en la urbanización Riveras. La víctima tenía antecedentes penales por tentativa de asesinato, armas, drogas y resistencia al arresto.A las 9:44 de la noche de ayer, fue asesinado Jorge Luis Guerra Burgos, de 42 años, por pistoleros que lo acechaban en la PR-837 en el barrio Santa Rosa I, en Guaynabo. La víctima, con antecedentes de tentativa de asesinatos, armas, drogas y apropiación ilegal, salió de su casa en un Honda Accord modelo del 1997, y de inmediato fue mortalmente tiroteado.A la 1:49 de la tarde de ayer, ocurrió un doble asesinato en la PR-155 en la urbanización Alturas de Vega Baja. Los jóvenes Jean Carlos del Valle Arroyo, de 26 años, con antecedentes por armas, drogas y Ley Vehicular, y Justo Joered Pagán Pagán, de 22 años, con antecedentes por drogas, ambos vecinos de Alturas de Vega Baja, fueron mortalmente baleados cuando viajaban en un Honda Accord modelo de 2019.A las 8:26 de la mañana de ayer, fue hallado el cadáver baleado de José Montalvo Mártir en el interior de un Chrysler 300 estacionado cerca de una escuela en la PR-129 en el barrio Hato Arriba, en Arecibo. La víctima tenía antecedentes por armas, amenaza y violencia doméstica.A las 5:15 de la madrugada de ayer, y en medio de una balacera en el residencial Barbosa, en Bayamón, un joven de 18 años resultó muerto y otro de 28 años herido.Al llegar la Policía al lugar respondiendo al sistema de detección de disparos, las víctimas habían sido llevadas a distintos hospitales.Jonathan Yamil Cruz Ramírez fue declarado muerto en un hospital privado. Según la Policía, ya había sido fichado como adulto por un caso de drogas.El herido fue atenido en un hospital en Bayamón.En los informes policiales, fue agregado como asesinato la muerte de la infanta Alondra Marie Irizarry Colón, ocurrido en la mañana del viernes en el residencial Rincón Taíno en Santa Isabel.Daisy Colón Torres, de 27 años, madre de la menor, fue acusada ayer de asesinato en primer grado y sumariada en una cárcel cuando no prestó la fianza de $800 mil que le fue señalada por una jueza en Ponce.A las 10:12 de la noche del viernes, fue asesinado a balazos el joven Lester González, en el área posterior de los kioscos en Luquillo. Era vecino de Río Grande y no tenía antecedentes penales.A las 6:15 de la mañana del viernes y en el barrio Peñuelas, en Santa Isabel, fue mortalmente tiroteado el gruero Elí Gómez March, de 46 años. Los agentes ocuparon una pistola alterada para disparar de forma automática en la guagua que conducía Gómez March.","Se registran 10 asesinatos en el fin de semana","/ley-y-orden/se-registran-10-asesinatos-en-el-fin-de-semana/article_de3bf266-6eb8-11eb-a012-6b1df6ad74c7.html"
"14/02/2021","InterNewsService","En la Cárcel Regional de Bayamón quedaron confinados dos de los tres arrestados la noche del viernes tras una persecución a pie por el interior del residencial Agustín Ruiz Miranda, en Hatillo.Durante una ronda preventiva, la Policía se percató de un Toyota Tercel que figuraba como hurtado con varios individuos a su alrededor, uno de ellos con un arma. Al identificarse como policías, los sujetos salieron corriendo y uno les realiza varios disparos, sin dar en el blanco.Finalmente se logró el arresto de José E. Díaz Rivera, de 19 años, Carlos D. Álvarez Vélez, de 25, y Ángel J. Ruiz Soto, de 25.Se les incautaron seis bolsas de marihuana, cuatro bolsas de crack, 54 decks de heroína, una pistola Glock 26 calibre 9mm, 14 municiones, un Toyota Tercel verde, tablilla IPC-002, que figuraba como hurtado, dos radios de comunicación y 839 dólares en efectivo.El agente Ricardo Ramos Pérez, de la División Drogas de Arecibo, y la fiscal Yolanda Pitino Acevedo, presentaron cargos por violación a la ley de armas, sustancias controladas y disparar contra un policía contra Ruiz Soto y contra Álvarez Vélez. La Fiscalía desestimó cargos contra Díaz Rivera.El caso fue llevado ante la jueza Michelle Camacho, del Tribunal de Primera Instancia de Arecibo, quien determinó causa para arresto y les fijó fianzas de un $1,100,000 a cada uno, que no fueron cubiertas.","Encarcelan a imputados de disparar contra policías en Hatillo","/ley-y-orden/encarcelan-a-imputados-de-disparar-contra-polic-as-en-hatillo/article_be6a3fe0-6eec-11eb-bf04-839ae98e697e.html"
"14/02/2021","InterNewsService","Un botín de 8,400 dólares en efectivo se llevó un delincuente que rompió el cristal de un vehículo estacionado en la marginal San Agustín de la avenida 65 de Infantería, en Río Piedras.Según denunció el querellante, a las 11:39 de la mañana de ayer, alguien tuvo acceso a su Hyundai Elantra gris de 2015 y se apropió de un sobre blanco que contenía el dinero.Asumieron las pesquisas agentes de la División de Delitos Contra la Propiedad del Cuerpo de Investigaciones Criminales (CIC) de San Juan.","Se llevan un sobre con $8,400 de auto estacionado en Río Piedras","/ley-y-orden/se-llevan-un-sobre-con-8-400-de-auto-estacionado-en-r-o-piedras/article_b3e2c718-6ee2-11eb-b193-7bdcd6869904.html"
