"date","author","body","titles","urls"
"14/02/2021","Joseph Wilson, Associated Press","BARCELONA — La fuerza del movimiento independentista catalán se veía a prueba hoy en las elecciones de la región nororiental española. Había 5.3 millones de votantes llamados a las urnas en unos comicios celebrados bajo estrictas restricciones para frenar los contagios de coronavirus.Salvador Illa, que dirigió la respuesta española al coronavirus como ministro de Salud hasta el mes pasado, lideraba la candidatura del Partido Socialista del presidente del Gobierno, Pedro Sánchez. Illa confiaba en poner fin al control que han ejercido durante la última década los legisladores independentistas en el parlamento regional.Los sondeos, sin embargo, predecían una estrecha carrera entre los socialistas y los dos principales partidos partidarios de que Cataluña se independice de España, el izquierdista Esquerra Republicana de Catalunya (Izquierda Republicana de Cataluña) y Junts per Catalunya (Juntos por Cataluña), de centro derecha.El objetivo de los separatistas no era solo mantener su ajustada mayoría en el parlamento catalán, con sede en Barcelona, sino también romper por primera vez la barrera del 50% del voto popular.La acomodada región, donde se habla catalán además de español, ha sido el escenario de la mayor crisis política de España en décadas, desde que los líderes separatistas fracasaron en su intento de independizarse en 2017, desafiando las advertencias judiciales sobre que era inconstitucional. Varios de esos líderes terminaron en prisión, mientras que otros huyeron a otros países europeos.España seguía inmersa en un repunte de los contagios de coronavirus iniciado tras las navidades, y la votación se celebraba bajo estrictas medidas sanitarias. Los votantes debían llevar mascarillas, utilizar el desinfectante de manos proporcionado en los centros de votación y mantener una distancia de al menos 1.5 metros en las filas.Las autoridades instaron a las personas especialmente vulnerables al Covid-19 a votar entre las 9:00 de la mañana y el mediodía, mientras que la población general debía hacerlo desde el mediodía y hasta las 7:00 p.m. Eso dejaba la última hora del proceso, de 7:00 p.m. al cierre de urnas a las 8:00 p.m., para votantes contagiados o en cuarentena debido al contacto reciente con una persona infectada.Aunque más de 20,000 personas pidieron ser relevadas de sus funciones como trabajadores electorales, que se asignan de forma aleatoria, la votación comenzó sin incidentes en la mayoría de las mesas electorales, según las autoridades. Aun así, algunos ciudadanos a los que se asignaron tareas electorales expresaron su preocupación.“Seguro no estás, estás expuesta (al contagio)”, dijo en catalán Miriam Martínez, que trabajaba en un centro electoral instalado en un mercado de Barcelona. “Estás muchas horas en un recinto alquilado, que, aunque está ventilado, está cerrado, estás en contacto con muchísima gente (...) Pero es lo que hay”.Se esperaba que los resultados preliminares empezaran a anunciarse en torno a las 10:00 p.m., aunque los resultados totales podrían tardar más de lo habitual debido a una cifra récord de votos por correo.Es probable que la formación del próximo gobierno regional dependa de pactos entre partidos, lo que podría llevar días en formalizarse.","Comicios en Cataluña ponen a prueba a movimiento separatista","/el-mundo/comicios-en-catalu-a-ponen-a-prueba-a-movimiento-separatista/article_5f581164-6ec2-11eb-9f39-1f5a6247fb3d.html"
"14/02/2021","Miguel Rivera Puig, EL VOCERO","Una mujer de 38 años acudió ayer a un hospital en el área metropolitana, tras haber sido secuestrada por un sátiro armado que la agredió sexualmente, sumando 23 los casos de violaciones desde que comenzó 2021, un aumento de seis comparado con 2020.La víctima se encontraba en la intersección de la PR-181 y la avenida De Diego, en Río Piedras, cuando el individuo en un vehículo color negro le apuntó con un arma de fuego.La obligó a abordar el automóvil y la llevó a un lugar cercano, donde cometió la fechoría. El agresor sexual fue descrito como de tez trigueña, cuerpo ancho, de unos 30 años y con voz ""finita"".De las 23 violaciones que figuran en las estadísticas, siete han ocurrido en la ciudad capital, un aumento de cinco comparado con 2020.Agentes de la División de Delitos Sexuales del Cuerpo de Investigaciones Criminales (CIC) de San Juan se hicieron cargo de la investigación.","Mujer denuncia secuestro y agresión sexual","/ley-y-orden/mujer-denuncia-secuestro-y-agresi-n-sexual/article_d8b6a906-6ebf-11eb-b6d1-ff8de993ddf8.html"
"14/02/2021","Associated Press","TOKIO — Los residentes en el nordeste de Japón despejaban escombros en comercios y viviendas, tras un fuerte sismo que provocó un alud de tierra sobre una autopista, causó daños en algunos edificios y líneas de tren bala, y dejó a miles de personas sin electricidad.El temblor de magnitud 7.3 remeció zonas en las prefecturas de Kukushima y Miyagi, que son propensas a los sismos y hace 10 años sufrieron un potente terremoto que provocó un tsunami y una fusión del núcleo en una central nuclear.Más de 120 personas sufrieron heridas, en su mayoría leves, debido a objetos caídos y cortes por pisar cristales rotos. Tres personas estaban graves, pero no había reportes de muertes, indicó el secretario jefe del gabinete, Katsunobu Kato.Tokyo Electric Power Co., la compañía que gestiona la central nuclear de Fukushima Dai-ichi afectada por el desastre de marzo de 2011, indicó que se había vertido agua de la utilizada para refrigerar las barras de combustible debido al sismo, aunque no había filtraciones de radiación ni otras irregularidades.El terremoto no provocó un tsunami porque el epicentro estaba a gran profundidad, 55 kilómetros (34 millas) por debajo del océano.El sismo se consideraba una réplica del terremoto de magnitud 9.1 en 2011, indicó Noriko Kamaya, portavoz de la Agencia Japonesa de Meteorología.El suministro eléctrico se había restablecido hoy por la mañana, aunque algunas líneas de tren seguían fuera de servicio. El tren bala en la costa norte seguiría suspendido hasta mañana debido a daños en instalaciones de East Japan Railway Co., según la compañía.Imágenes emitidas por televisión y difundidas en medios sociales mostraban cajas, libros y otros objetos repartidos por los suelos. En la ciudad de Soma, en Fukushima, se derrumbó el tejado de un templo budista.Los trabajadores despejaban una importante autopista costera que conecta Tokio con las ciudades norteñas tras un importante alud de tierra. Otras carreteras quedaron cortadas por rocas.El poderoso sismo a menos de un mes del 10mo aniversario del triple desastre de 2011 fue un ominoso recordatorio de la tragedia para los vecinos de la zona.Los expertos advirtieron de más réplicas. Muchos vecinos pasaron la noche en centros de evacuación, donde se levantaron carpas dentro de las medidas de protección contra el coronavirus.Yasutoshi Nishimura, ministro responsable de política económica y fiscal, expresó su empatía por los afectados.“El gobierno seguirá haciendo todo lo que pueda para responder”, dijo.También se movilizaron tropas para llevar agua a algunas zonas.","Fuerte sismo provoca un alud de tierra en Japón","/el-mundo/fuerte-sismo-provoca-un-alud-de-tierra-en-jap-n/article_d65f9eca-6ebe-11eb-8050-1f85fe6d9434.html"
"44 minutos","Redacción elvocero.com","El Servicio Nacional de Meteorología (SNM) informó que para el día de hoy está en efecto un riesgo alto de corrientes marinas para las playas del norte de Puerto Rico.Asimismo, para playas del norte de las Islas Vírgenes Estadounidenses.

There is a high risk of rip currents for the northern and eastern beaches of Puerto Rico and the beaches of the USVI, Culebra, and Saint Thomas. pic.twitter.com/JuCZPRHFuh
— NWS San Juan (@NWSSanJuan) February 14, 2021
De otro lado, la agencia meteorológica indicó que ""se espera un San Valentín generalmente estable con brisa y solo algunos aguaceros posibles sobre las islas"".

💘A mainly fair and breezy day is expected for St. Valentine's, with only a few showers possible across the islands.
💘Se espera un San Valentín generalmente estable con brisa y solo algunos aguaceros posibles sobre las islas. #prwx #usviwx pic.twitter.com/RHNsw83dPm
— NWS San Juan (@NWSSanJuan) February 14, 2021
Oprime este enlace para ver el informe completo.","En efecto riesgo alto de corrientes marinas","/el-tiempo/en-efecto-riesgo-alto-de-corrientes-marinas/article_8576f6cc-6ebc-11eb-8764-0f78955cc04d.html"
"14/02/2021","Miguel Rivera Puig, EL VOCERO","Una mujer de 38 años acudió ayer a un hospital en el área metropolitana, tras haber sido secuestrada por un sátiro armado que la agredió sexualmente, sumando 23 los casos de violaciones desde que comenzó 2021, un aumento de seis comparado con 2020.La víctima se encontraba en la intersección de la PR-181 y la avenida De Diego, en Río Piedras, cuando el individuo en un vehículo color negro le apuntó con un arma de fuego.La obligó a abordar el automóvil y la llevó a un lugar cercano, donde cometió la fechoría. El agresor sexual fue descrito como de tez trigueña, cuerpo ancho, de unos 30 años y con voz ""finita"".De las 23 violaciones que figuran en las estadísticas, siete han ocurrido en la ciudad capital, un aumento de cinco comparado con 2020.Agentes de la División de Delitos Sexuales del Cuerpo de Investigaciones Criminales (CIC) de San Juan se hicieron cargo de la investigación.","Mujer denuncia secuestro y agresión sexual","/ley-y-orden/mujer-denuncia-secuestro-y-agresi-n-sexual/article_d8b6a906-6ebf-11eb-b6d1-ff8de993ddf8.html"
"14/02/2021","Miguel Rivera Puig, EL VOCERO","Una mujer de 38 años acudió ayer a un hospital en el área metropolitana, tras haber sido secuestrada por un sátiro armado que la agredió sexualmente, sumando 23 los casos de violaciones desde que comenzó 2021, un aumento de seis comparado con 2020.La víctima se encontraba en la intersección de la PR-181 y la avenida De Diego, en Río Piedras, cuando el individuo en un vehículo color negro le apuntó con un arma de fuego.La obligó a abordar el automóvil y la llevó a un lugar cercano, donde cometió la fechoría. El agresor sexual fue descrito como de tez trigueña, cuerpo ancho, de unos 30 años y con voz ""finita"".De las 23 violaciones que figuran en las estadísticas, siete han ocurrido en la ciudad capital, un aumento de cinco comparado con 2020.Agentes de la División de Delitos Sexuales del Cuerpo de Investigaciones Criminales (CIC) de San Juan se hicieron cargo de la investigación.","Mujer denuncia secuestro y agresión sexual","/ley-y-orden/mujer-denuncia-secuestro-y-agresi-n-sexual/article_d8b6a906-6ebf-11eb-b6d1-ff8de993ddf8.html"
"una hora","Miguel Rivera Puig, EL VOCERO","Seis muertes violentas se registraron ayer y otras tres el viernes, entre ellas la de una niña de nueve meses de nacida golpeada brutalmente por su madre, sumando 86 los asesinatos desde que comenzó el año, un aumento de tres comparado con 2020.El último de los hechos del cruento fin de semana se escenificó a las 10:41 de la noche de ayer, frente al edificio 11 en el residencial Roosevelt, en Mayagüez.Sicarios ultimaron a balazos a Jan Carlos Rodríguez Rodríguez, de 26 años, con domicilio en la urbanización Riveras. La víctima tenía antecedentes penales por tentativa de asesinato, armas, drogas y resistencia al arresto.A las 9:44 de la noche de ayer, fue asesinado Jorge Luis Guerra Burgos, de 42 años, por pistoleros que lo acechaban en la PR-837 en el barrio Santa Rosa I, en Guaynabo. La víctima, con antecedentes de tentativa de asesinatos, armas, drogas y apropiación ilegal, salió de su casa en un Honda Accord modelo de 1997, y de inmediato fue mortalmente tiroteado.A la 1:49 de la tarde de ayer, ocurrió un doble asesinato en la PR-155 en la urbanización Alturas de Vega Baja. Los jóvenes Jean Carlos del Valle Arroyo, de 26 años, con antecedentes por armas, drogas y Ley Vehicular, y Justo Joered Pagán Pagán, de 22 años, con antecedentes por drogas, ambos vecinos de Alturas de Vega Baja, fueron mortalmente baleados cuando viajaban en un Honda Accord modelo de 2019.A las 8:26 de la mañana de ayer, fue hallado el cadáver baleado de José Montalvo Mártir en el interior de un Chrysler 300 estacionado cerca de una escuela en la PR-129, en el barrio Hato Arriba, en Arecibo. La víctima tenía antecedentes por armas, amenaza y violencia doméstica.A las 5:15 de la madrugada de ayer, y en medio de una balacera en el residencial Barbosa, en Bayamón, un joven de 18 años resultó muerto y otro de 28 años herido.Al llegar la Policía al lugar respondiendo al sistema de detección de disparos, las víctimas habían sido llevadas por vecinos a distintos hospitales.Jonathan Yamil Cruz Ramírez fue declarado muerto en un hospital privado. Según la Policía, ya había sido fichado como adulto por un caso de drogas.El herido fue atendido en un hospital en Bayamón.En los informes policiales, fue agregado como asesinato la muerte de la infanta Alondra Marie Irizarry Colón, ocurrido en la mañana del viernes en el residencial Rincón Taíno en Santa Isabel.Daisy Colón Torres, de 27 años, madre de la menor, fue acusada ayer de asesinato en primer grado y sumariada en una cárcel cuando no prestó la fianza de $800 mil que le fue señalada por una jueza en Ponce.","Se registran nueve asesinatos en el fin de semana","/ley-y-orden/se-registran-nueve-asesinatos-en-el-fin-de-semana/article_de3bf266-6eb8-11eb-a012-6b1df6ad74c7.html"
"14/02/2021","Redacción elvocero.com","La celebración del Día de la Amistad se convirtió en una peculiar caravana, en la que más de 50 estudiantes de la Bayamón Military Academy visitaron seis cuarteles para reconocer a los policías de Puerto Rico.El evento sirvió como antesala a la conmemoración de la Semana de los Policías, a celebrarse del 21 al 27 de febrero de 2021.Los estudiantes llevaron obsequios y entregaron placas de reconocimiento como muestra de agradecimiento y admiración por su labor policial. Durante las paradas, los profesionales pudieron compartir con los estudiantes sus diferentes roles en velar por la seguridad de los ciudadanos, reducir la incidencia criminal y la violación de las leyes para mantener el orden y la paz en el País.
                       
                   
            
            
                
                
                
                
        
            
                
                
            
            
                
                
                    
                                Suministrada
                            
                        
                        
                    “En la Bayamón Military Academy estamos enfocados en proveerle a nuestros estudiantes todas las herramientas que están a nuestro alcance para que tengan un desarrollo sano en un ambiente seguro. La labor de los policías de Puerto Rico es un gran ejemplo para nuestros estudiantes, que está alineada a nuestra visión. Nuestros jóvenes necesitan ejemplos de profesionales que tuvieron una formación que promovemos y respetamos en nuestra academia. Reconocemos su gran compromiso con las comunidades de nuestra Isla y quisimos llevarle un poco de alegría y agradecimiento”, expresó Joana Torres, maestra de la academia.
                       
                   
            
            
                
                
                
                
        
            
                
                
            
            
                
                
                    
                                Suministrada 
                            
                        
                        
                    La caravana visitó seis cuarteles en el municipio de Bayamón, finalizando con una parada especial en el Cuartel General en San Juan. Los policías recibieron a los estudiantes con gran emoción y sorprendidos por su visita.Bayamón Military Academy provee una educación que desarrolla las capacidades, habilidades y cualidades de liderazgo para los estudiantes, desde pre-kínder hasta duodécimo grado, basado en un enfoque militar. Para más información puede comunicarse al 787-798-6510.","Caravana de la amistad en honor a policías","/ley-y-orden/caravana-de-la-amistad-en-honor-a-polic-as/article_adae238a-6eae-11eb-9249-0b0b5cf770fb.html"
"13/02/2021","Redacción elvocero.com","El Agente Especial a Cargo de la Oficina de San Juan del Negociado Federal de Investigación (FBI, por sus siglas en inglés), Rafael A. Riviere Vázquez, anunció el arresto de Carlos A. Ortiz Santiago (Ortiz Santiago).Ortiz Santiago fue acusado mediante querella por violaciones al Título 18, Código de los Estados Unidos, United States Code, Seciones 2119 (Carjacking) 924(c) (Uso de un arma de fuego durante la comisión de un crimen violento) por eventos que ocurrieron en San Juan, Puerto Rico en diciembre del 2020.El sujeto fue arrestado por Agentes Especiales de la Escuadra de Crímenes Violentos de la Oficina de San Juan del FBI. El arresto se llevó a cabo el 10 de febrero de 2021 luego de que Ortiz Santiago fuera detenido por Agentes de la Policía de Puerto Rico.El enjuiciamiento de este caso está a cargo del Fiscal Federal Johathan Gottfried, de la Sección de Crímenes Violentos y es investigado por la Oficina de San Juan del FBI.Las confidencias e información ayudan al FBI y a sus colegas federales, estatales y locales en el desempeño de sus funciones. Por ello, se le solicita al público que contacte a la Oficina de San Juan del FBI al 787-987-6500, o reporte confidencias a través de la línea de pistas (tips) del FBI, disponible en la página de internet Tips.FBI.Gov.Los querellantes podrán permanecer anónimos.Se le recuerda al público que una Querella sólo contiene cargos y no es evidencia de culpabilidad. Todo acusado se presume inocente hasta que se pruebe lo contrario más allá de toda duda razonable. El Gobierno de los Estados Unidos tiene el peso de la prueba.","FBI arresta a hombre por carjacking y uso de arma de fuego","/ley-y-orden/fbi-arresta-a-hombre-por-carjacking-y-uso-de-arma-de-fuego/article_7043a66a-6e53-11eb-83c5-5b2de16fed01.html"
"13/02/2021","Redacción elvocero.com","La juez Annette Marie Santiago Díaz del Tribunal de Primera Instancia de Ponce determinó causa probable para arresto por el asesinato de una menor de unos 9 meses de nacida, contra Daisy Marie Colón Torres de 27 años, por hechos ocurridos el 12 de febrero de 2021 en Santa Isabel. Así lo dieron a conocer el secretario de justicia Domingo Emanuelli Hernández, la jefa de los fiscales Melissa Vázquez Sandoval y la fiscal de distrito de Ponce Marjorie Gierbolini La investigación del caso fue llevada por la fiscal Tasha Cruz Rodríguez en coordinación con el agente José I. Torres Cruz de la División de Homicidios del CIC de Ponce. La imputada Colón Torres llevó a su hija de 9 meses al centro de urgencias de Santa Isabel, al ser atendida por el médico de turno, éste certificó ausencia de signos vitales. La menor presentaba múltiples hematomas en diferentes partes del cuerpo, incluyendo la cara.  De la investigación se desprende que la menor fue sometida a un patrón de maltrato lo que le ocasionó la muerte. A la imputado Colón Torres se le radicó un cargo por el Artículo 93 Asesinato del Código Penal de Puerto Rico. La juez Santiago Díaz fijó una fianza de $800,000 la cual no fue prestada, siendo ingresada a la cárcel.   La vista preliminar fue señalada para el 3 de marzo de 2021.   # # #","Fiscalía de Ponce presenta cargos contra mujer por asesinato de bebé","/ley-y-orden/fiscal-a-de-ponce-presenta-cargos-contra-mujer-por-asesinato-de-beb/article_01d87cbe-6e44-11eb-a289-47f4e96aaf78.html"
