"date","author","body","titles","urls"
"13/02/2021","Redacción elvocero.com","El expresidente de los Estados Unidos, Donald Trump, salió airoso de su segundo juicio político en el que fue acusado de incitar una insurrección el 6 de enero, que dejó cinco muertos, y fue considerado un acto terrorista contra la democracia de Estados Unidos.Trump consiguió su absolución gracias al respaldo de la mayoría de la bancada republicana pese a que una mayoría del Senado lo declaró culpable.La votación final fue 57 votos a favor de una condena –siete republicanos se sumaron a la bancada demócrata– y 43 votos a favor de la absolución. La condena requería 67 votos.","Donald Trump sale airoso de su segundo juicio político","/el-mundo/donald-trump-sale-airoso-de-su-segundo-juicio-pol-tico/article_ef7e69da-6e3d-11eb-b7bd-7fce32bbc1c9.html"
"13/02/2021","Associated Press","CARACAS— Venezuela recibió el sábado el primer lote de 100,000 dosis de la vacuna rusa Sputnik V para combatir el nuevo coronavirus, con lo que aspira fortalecer la lucha para frenar la cadena de contagios.""Esto va a tener un impacto en la vida nacional, impacto en nuestro sistema de salud, tanto público como privado"", dijo la vicepresidenta Delcy Rodríguez, desde una rampa del aeropuerto internacional Simón Bolívar, al norte de Caracas.Agradeció el apoyo de Rusia, un aliado incondicional del gobierno del presidente Nicolás Maduro.El mandatario venezolano indicó la semana pasada que los médicos y trabajadores sanitarios serán los primeros en recibir la vacuna, cuyo primer lote representa el 1% del total 10 millones de dosis acordadas inicialmente entre los gobiernos de Caracas y Moscú.Maduro ha dicho repetidamente que el país estaría ""en condiciones"" para iniciar una campaña de vacunación masiva a partir de abril. Venezuela cuenta con unos 30 millones de habitantes.Venezuela, que desde octubre ha sido parte de las pruebas de la vacuna Sputnik V, firmó un contrato en diciembre con Rusia. El gobierno venezolano no ha ofrecido detalles financieros del acuerdo.Argentina, Bolivia, Paraguay, México y Nicaragua también han acordado con Rusia el suministro de la vacuna.En Venezuela se han contabilizado desde el 13 de marzo más de 132,0000 casos positivos del nuevo coronavirus. De ese total, 129,136 fueron detectados entre el 16 de junio pasado y el 12 de febrero, mientras que la cifra de fallecidos saltó de 27 a 1,267 en ese período. Se han recuperado 124,253 personas, lo que representa 94% de los contagios, de acuerdo con cifras oficiales.Los expertos sostienen que el bajo número de casos respecto a otros países de la región, más allá de la adopción temprana de la cuarentena —tres días después de detectarse los dos primeros contagios en el país-- se debe en buena medida al aislamiento que vive el país después de años de crisis política, económica y social.","Venezuela recibe primer lote de la vacuna rusa Sputnik V","/el-mundo/venezuela-recibe-primer-lote-de-la-vacuna-rusa-sputnik-v/article_a7b6bbf4-6e3b-11eb-b365-6300b575d626.html"
"13/02/2021","Redacción elvocero.com","El alcalde de San Lorenzo, Jaime Alverio Ramos sostuvo una importante reunión con el secretario de Agricultura, Ramón González Beiró y directores Regionales de Agricultura de Caguas, Carlos Castillo y de Recursos naturales de Humacao, Javier Colón para presentarles una propuesta y así comenzar el desarrollo de una finca destinada a la agricultura municipal.Como parte de un programa innovador y de avanzada, único en la Isla, el primer ejecutivo sanlorenceño busca convertir unas 400 cuerdas municipales localizadas en el Barrio Quebrada Arenas para desarrollar en el lugar el cultivo de diferentes plantas y semillas, por lo que realizó una visita con los Secretarios de Agricultura y Recursos Naturales y Ambientales, así como con directores Regionales.""Con el propósito de fomentar la agricultura y ofrecerles un espacio a esos agricultores sanlorenceños que no cuentan con un espacio, le hemos presentado a las agencias concernientes un proyecto de avanzada el cual servirá de ejemplo para que otros municipios adopten el mismo y puedan reinventarse, así como el de fomentar la siembra de diferentes cultivos"", sostuvo el alcalde.Por su parte, el Secretario de Agricultura y el director de Recursos Naturales de Humacao vieron la iniciativa con muy buenos ojos, por lo que expresaron sentirse sumamente contentos y orgullosos de la iniciativa del Alcalde así como de la directora de la Oficina Municipal de Agricultura, Maritza Ortiz.El secretario de Agricultura indicó que de inmediato estará trabajando con la propuesta del primer ejecutivo y así buscar los incentivos y subsidios necesarios para poner en marcha el proyecto.Alverio Ramos explicó que las 400 cuerdas de terreno serán arrendadas por un precio nominal a los agricultores de dicho municipio. Para desarrollar las mismas se podrá hacer por medio de ayudas y propuestas federales, entre otras, así como con el apoyo del Departamento de Agricultura y Recursos Naturales.En la finca, como primera etapa, se podrá fomentar la siembra de cítricos, ñame y hasta posiblemente café.""El poder ser gestores de estos importantes proyectos, nos llevan a crear empleos y buscar la manera de que nuestra gente eche hacia adelante. Es de gran orgullo y satisfacción el extenderle una mano amiga a este sector para juntos crear grandes cosas que sirvan de ejemplo para todo el País"", reiteró el alcalde.En la visita también estuvo presente la directora de la Oficina Municipal de Agricultura, Maritza Ortiz.","Alcalde de San Lorenzo anuncia desarrollo de finca para agricultura","/gobierno/alcalde-de-san-lorenzo-anuncia-desarrollo-de-finca-para-agricultura/article_84847294-6e3a-11eb-a583-9b9a310f98e2.html"
"45 minutos","Redacción elvocero.com","Un doble asesinato se reportó a la 1:49 de la tarde de hoy en la carretera 155 frente a la panadería que ubica en la urbanización Alturas de Vega Baja en Vega Baja. De acuerdo a la información preliminar, una llamada a través del sistema de emergencias 9-1-1 alerto a las autoridades sobre los hechos, al llegar al lugar encontraron un vehículo Honda Accord color gris con múltiples impactos de bala y en el interior dos cuerpos con heridas de bala.  Agentes adscritos al Distrito de Vega Baja junto agentes de la División de Homicidios del Cuerpo de investigaciones Criminales de Vega Baja se encuentran en el lugar investigando.","Se reporta doble asesinato en Vega Baja","/ley-y-orden/se-reporta-doble-asesinato-en-vega-baja/article_d3fa10aa-6e39-11eb-a231-6f327d34f628.html"
"45 minutos","Redacción elvocero.com","Un doble asesinato se reportó a la 1:49 de la tarde de hoy en la carretera 155 frente a la panadería que ubica en la urbanización Alturas de Vega Baja en Vega Baja. De acuerdo a la información preliminar, una llamada a través del sistema de emergencias 9-1-1 alerto a las autoridades sobre los hechos, al llegar al lugar encontraron un vehículo Honda Accord color gris con múltiples impactos de bala y en el interior dos cuerpos con heridas de bala.  Agentes adscritos al Distrito de Vega Baja junto agentes de la División de Homicidios del Cuerpo de investigaciones Criminales de Vega Baja se encuentran en el lugar investigando.","Se reporta doble asesinato en Vega Baja","/ley-y-orden/se-reporta-doble-asesinato-en-vega-baja/article_d3fa10aa-6e39-11eb-a231-6f327d34f628.html"
"45 minutos","Redacción elvocero.com","Un doble asesinato se reportó a la 1:49 de la tarde de hoy en la carretera 155 frente a la panadería que ubica en la urbanización Alturas de Vega Baja en Vega Baja. De acuerdo a la información preliminar, una llamada a través del sistema de emergencias 9-1-1 alerto a las autoridades sobre los hechos, al llegar al lugar encontraron un vehículo Honda Accord color gris con múltiples impactos de bala y en el interior dos cuerpos con heridas de bala.  Agentes adscritos al Distrito de Vega Baja junto agentes de la División de Homicidios del Cuerpo de investigaciones Criminales de Vega Baja se encuentran en el lugar investigando.","Se reporta doble asesinato en Vega Baja","/ley-y-orden/se-reporta-doble-asesinato-en-vega-baja/article_d3fa10aa-6e39-11eb-a231-6f327d34f628.html"
"2 horas","InterNewsService","Un cajero automático valorado en 4,460 dólares se llevaron varios delincuentes durante un asalto perpetrado a las 2:34 de la madrugada de hoy en el garaje Total ubicado en la carretera 4491, sector Las Alcantarillas del barrio Puente, en Camuy.Según informó el querellante, Pablo Cordero, los individuos llegaron en un vehículo tipo van de color oscuro y cargaron un cajero automático ATM gris marca Hyosun de la compañía Easy Cash.El agente William Padín Jiménez, del distrito de Camuy, investigó preliminarmente, y luego refirió el caso a personal de la división de Delitos Contra la Propiedad del CIC de Arecibo.","Roban cajero automático de gasolinera en Camuy","/ley-y-orden/roban-cajero-autom-tico-de-gasolinera-en-camuy/article_b44d72c4-6e2a-11eb-a0eb-f794c239caa0.html"
"13/02/2021","InterNewsService","Un hombre que no ha sido identificado fue hallado muerto a las 7:50 de la mañana de hoy en su habitación del hotel La Concha, en Condado, sin signos evidentes de violencia.Una llamada al Sistema de Emergencias 911 dio cuenta de la situación, que fue investigada por agentes del precinto de Calle Loíza.El caso quedó en manos de personal de Homicidios del Cuerpo de Investigaciones Criminales (CIC) de San Juan.","Encuentran sin vida a hombre en hotel de Condado","/ley-y-orden/encuentran-sin-vida-a-hombre-en-hotel-de-condado/article_949a9f08-6e23-11eb-b739-afa71f944763.html"
"13/02/2021","InterNewsService","La Policía de Mayagüez arrestó a las 2:35 de la tarde del viernes a un oficial de Corrección y a una maestra del Departamento de Educación en medio de un allanamiento antidrogas ejecutado en el 31 de la calle Archilla Cabrera de la urbanización Hostos, en Mayagüez.En el lugar fueron arrestados Gerardo Hommy Pérez Valentín, de 47 años y oficial de la Institución Juvenil de Ponce, y a su pareja, Annette Michelle Rivera Orlandi, de 42 años.En el lugar se incautaron 62.9 gramos de cocaína, 89 pastillas controladas, parafernalia, dos manoplas y 2,690 dólares en efectivo. Además, se confiscaron tres pistolas Beretta. Una modelo 92FS, calibre 9mm, dos cargadores y 86 municiones de ese calibre otra modelo Gardone VT, calibre 380, con tres cargadores y 37 municiones y una 950BS, calibre .25, tres cargadores y 16 municiones del mismo calibre.Pérez Valentín posee licencia de tiro al blanco que expira el 20 de diciembre de 2022.Se consultó con la fiscal Odemarys De Jesús, de la Fiscalía de Mayagüez, quien citó el caso para el 18 de febrero para la presentación de cargos.Se le dio conocimiento a oficiales de alto rango del Departamento de Corrección y Rehabilitación, que procedió a iniciar una investigación interna y administrativa.","Arrestan a oficial de Corrección y a maestra por trasiego de drogas y posesión de armas","/ley-y-orden/arrestan-a-oficial-de-correcci-n-y-a-maestra-por-trasiego-de-drogas-y-posesi/article_24d374b2-6e12-11eb-a248-078496472b40.html"
"57 minutos","InterNewsService","Un individuo de 27 años fue ultimado a tiros a las 10:22 de anoche en la parte posterior del kiosco número 60, en Luquillo.Una llamada al 911 alertó sobre una persona herida de bala, y al llegar las autoridades encontraron el cuerpo baleado de Lester González Carrasquillo, de 27 años y vecino de Río Grande, quien presentaba múltiples impactos de bala.El perjudicado fue llevado al hospital HIMA San Pablo, en Fajardo, donde el médico de turno solo pudo certificar su muerte.Asumieron las pesquisas agentes de Homicidios del Cuerpo de Investigaciones Criminales de Fajardo.","Asesinan a hombre en los kioscos de Luquillo","/ley-y-orden/asesinan-a-hombre-en-los-kioscos-de-luquillo/article_678191c8-6e0c-11eb-adac-0f18920368b7.html"
"6 horas","InterNewsService","Las autoridades policiales investigan la muerte de un hombre reportada en la mañana de hoy a través del sistema de emergencias 9-1-1, en la carretera PR-129 en el barrio Hoto Arroba, en Arecibo.Según se informó que al lugar se personaron los agentes del Precinto 107 de Arecibo, donde se localizó un vehículo color blanco de cuatro puertas y en cuyo interior se hallaba el cuerpo de un hombre, el cual presenta heridas de bala.No ha sido identificado por el momento y se desconocen más datos de lo ocurrido.","Asesinan a tiros a hombre dentro de vehículo en Arecibo","/ley-y-orden/asesinan-a-tiros-a-hombre-dentro-de-veh-culo-en-arecibo/article_bef092e2-6e07-11eb-a45d-e333562f3a68.html"
