"date","author","body","titles","urls"
"11/02/2021","Associated Press","WASHINGTON— El gobierno del presidente Joe Biden quiere elevar la cantidad de refugiados que recibe el país a 62,500 para el año fiscal en curso, cuadruplicando el límite históricamente bajo de 15,000 que impuso su predecesor Donald Trump, revelaron el jueves un funcionario federal y otras fuentes.El funcionario y otras personas al tanto de los planes hablaron bajo condición de anonimato debido a que tenían autorización para tocar el tema de manera pública.Trump fijó el límite en octubre, cuando inició el año fiscal 2021, y se extiende hasta el 30 de septiembre. La propuesta de Biden de 62,500 refugiados remplazaría la cifra previa, y el mandatario ya anunció que planea duplicar esa cifra en 2022.Biden presumiblemente quería incrementar el límite de inmediato, pero no fijarlo en una cifra tan elevada como 125,000 refugiados, ya que las posibilidades de alcanzar ese número no serían realistas en medio de la pandemia del coronavirus y con todo el trabajo que se necesita para reconstruir el programa de refugiados que prácticamente fue desmantelado por el gobierno anterior.Por ley, Biden debe presentar su propuesta ante el Congreso y consultar con legisladores antes de tomar una determinación presidencial. El Departamento de Estado confirmó que ya envió el reporte del presidente al Congreso, dando inicio al proceso.""Estamos trabajando con el Congreso para organizar estas consultas y esperamos involucrar a los miembros correspondientes"", dijo la agencia en un comunicado.Biden anunció a principios de febrero sus planes para aumentar a 125,000 el número de admisiones en 2022, lo que rebasaría el récord de 110,000 que impuso Barack Obama antes de dejar la presidencia.Mediante una orden ejecutiva, Biden también pidió rescindir las reglas creadas en el gobierno de Trump y que resultaban en una investigación excesiva de los solicitantes, expandiendo la capacidad para arbitrar las solicitudes de los refugiados, y otras medidas.Despejar esa vía tomará tiempo. Más de la tercera parte de las oficinas de reasentamiento se vieron obligadas a cerrar en los últimos cuatro años por el descenso en la llegada de refugiados, y cientos de trabajadores fueron despedidos.El presidente determina el límite de admisión de refugiados cada año, y el financiamiento a las agencias de reasentamiento se basa en el número de personas que reubican en un determinado año.De cualquier forma, organizaciones activistas han aplaudido los planes de Biden, señalando que envían un mensaje al mundo de que pretende restaurar el liderazgo humanitario de Estados Unidos.Trump tomó medidas contra el programa de refugiados como parte de sus políticas antiinmigratorias, y redujo el número de admisiones cada año hasta alcanzar el total históricamente bajo de 15,000. El promedio histórico de gobiernos demócratas y republicanos ronda los 95,000 refugiados.El gobierno de Trump defendió los recortes como una manera de proteger los empleos estadounidenses durante la pandemia, y dijo que quería que los refugiados se asentaran más cerca de sus países de origen al tiempo que trabajaba para resolver las crisis que habían provocado que esas personas huyeran en primer lugar.Biden, quien fue copatrocinador de la propuesta que creó el programa de refugiados en 1980, ha dicho que reabrir las puertas a los refugiados es ""la manera en que restauramos el alma de nuestra nación"".","Biden quiere cuadruplicar admisión de refugiados","/el-mundo/biden-quiere-cuadruplicar-admisi-n-de-refugiados/article_b68934ca-6ccb-11eb-aeca-9f7bffea6032.html"
"una hora","Yamaira Muñiz Pérez, EL VOCERO","La Fundación JJ Barea, junto a un amplio grupo de empresas y voluntarios, llevará ayuda comunitaria este viernes a la comunidad de Piñones, en Loíza. El evento será de 10:00 a.m. a 2:00 p.m. frente a la cancha bajo techo José A. Millán. El método será por servicarro, ya que la ayuda estará repartida por estaciones. Manuel Arroyo, director ejecutivo de la Fundación del estelar canastero mayagüezano, informó que se entregarán los siguientes artículos: compra, cajas de agua, comida caliente, hand sanitizer y mascarillas; así como artículos escolares, camisetas, juguetes y meriendas. Se espera la participación de sobre 500 personas. 
            
        
        
             
                
                    
                    
                        
                            Suscríbete para recibir en tu email las noticias más importantes de Deportes.
                        
                    
                                
                                    
                                        Success! An email has been sent to  with a link to confirm list signup.
                                    
                                
                                
                                    
                                        Error! There was an error processing your request.
                                    
                                
                                
                                        
                                            
                                                
                                                    
                                                        
                                                            Noticias Clave - Deportes
                                                            
                                                        
                                                    
                                                
                                                
                                            
                                            
                                                
                                                    
                                                    
                                                Please enter a valid email address.
                                            
                                            
                                                
                                                    Sign up
                                                
                                                
                                                    
                                                        Manage your lists
                                                    
                                                
                                            
                                        
                                    
                                
                            
                   
            
        
    
Arroyo detalló que habrá unas reglas para la distribución de la ayuda con el objetivo de cumplir con las medidas de prevención por el coronavirus.Habrá un registro para anotar a los beneficiarios a quienes se les pedirá que tengan el baúl abierto para la entrega de los suministros y evitar cualquier tipo de contacto. La Fundación JJ Barea es una entidad sin fines de lucro. Esta contará con el apoyo de la organización Piñones Aprende y Emprende. Barea","Fundación JJ Barea entregará ayuda en Piñones por servicarro","/deportes/fundaci-n-jj-barea-entregar-ayuda-en-pi-ones-por-servicarro/article_8e0b22f0-6cc7-11eb-a448-77c6237c1518.html"
"11/02/2021","Associated Press","En otra jornada de oscilaciones en Wall Street, los principales indicadores cerraron casi sin cambios el jueves, aunque el S&P 500 y el Nasdaq lograron nuevos máximos históricos.El S&P 500 subió 0.2% después de oscilar entre pequeñas ganancias y pérdidas hasta los minutos finales de la sesión. Las acciones tecnológicas encabezaron los avances después de dos jornadas de relativa debilidad, y casi por sí solas contrarrestaron las pérdidas en las acciones del sector de energía, los bancos y las empresas que dependen del gasto de los consumidores.El rendimiento de los bonos del Tesoro a 10 años subió de 1.15% a 1.16% después de que hace unos días llegó a estar en 1.20%.Wall Street continuaba evaluando las buenas ganancias corporativas y las actualizaciones sobre una declinación en los nuevos casos de coronavirus. Sin embargo, el más reciente informe de gobierno acerca de solicitudes de prestaciones por desempleo reafirmó que esta situación continúa siendo un punto débil en la economía en un momento en que la distribución de vacunas se intensifica con la esperanza de poner fin a la pandemia y sus repercusiones.Aunque el número de solicitudes de ayuda por desempleo disminuyó ligeramente continúan muy por arriba de sus niveles históricos.""Aun cuando (esas solicitudes) han disminuido un poco, siguen siendo altas, y esto preocupa porque necesitamos que la gente regrese a trabajar"", dijo Megan Horneman, directora de estrategia de portafolios en Verdence Capital Advisors.El S&P 500 subió 6.50 puntos a 3,916.38, eclipsando su anterior máximo histórico del lunes. El Dow Jones bajó 7.10 unidades, menos de 0.1%, a 31,430.70, un día después de establecer un récord en alza. Por su parte, el Nasdaq avanzó 53.24 unidades, el 0.4%, a 14,025.77. El martes había establecido un nuevo máximo histórico.Las acciones de pequeñas compañías, que han tenido sólidas ganancias por la esperanza de que haya una recuperación económica en el segundo semestre de este año, cerraron en alza. El índice Russell 2000 ascendió 2.88 puntos, el 0.1%, a 2,285.32. Acumula un avance 15.7% en lo que va del año, y el S&P 500 de 4.3%.Wall Street tuvo esta semana un desempeño moderado en su mayor parte después de una racha de récords de los principales índices. Los inversionistas continúan esperando que el gobierno proporcione más asistencia para ayudar a impulsar la economía conforme avanza la distribución de las vacunas y continúa disminuyendo el número de nuevas infecciones. Los demócratas en el Congreso están trabajando en un plan de asistencia por 1.9 billones de dólares que incluiría pagos directos a la gente y mayor asistencia por desempleo, el cual continúa persistentemente elevado.El número de estadounidenses que solicitan apoyo gubernamental por desocupación cayó ligeramente la semana pasada, a 793,000.","Wall Street cierra casi sin cambios","/el-mundo/wall-street-cierra-casi-sin-cambios/article_325704ee-6cc5-11eb-809c-9b055a368890.html"
"3 horas","Redacción EL VOCERO","Durante la sesión ordinaria, el Senado aprobó, de manera unánime, una Resolución Concurrente para expresarle a la Junta de Control Fiscal que no aprobarán legislación que viabilice un plan de ajuste que incluya recortes adicionales a la Universidad de Puerto Rico y a las pensiones de los retirados.“El contenido de la resolución está claro. Ese mensaje contundente hay que enviárselo a la Junta hoy. Para mi lo más importante es el consenso, ese mensaje claro es importante. Estamos actuando a la altura de lo que el País espera de nosotros”, resaltó el autor de la medida y senador del Partido Popular Democrático, Juan Zaragoza Gómez.La Resolución Concurrente del Senado además, establece que no debe haber recortes adicionales, sin que haya mecanismos alternos que propicien el pago total de las pensiones, que incluya el pago a deuda ilegítima y sin que esté acompañado de un análisis de sustentabilidad de la deuda.Por su parte, el senador del Movimiento Victoria Ciudadana, Rafael Bernabe, expresó su apoyo a la pieza legislativa indicando que “esto es un paso al frente, no es suficiente, pero está bien. Tenemos la oportunidad de complementar estas medidas con otras”.También, el portavoz de la delegación del Partido Nuevo Progresista, Carmelo Ríos, indicó que “estamos de acuerdo y hay que ser consistente. La Junta de Control Fiscal ha sido una gran injusticia. Ahora tenemos una oportunidad nueva de enfrentarnos para salvar a Puerto Rico. Nosostros vamos a proteger la Universidad de Puerto Rico porque es una inversión de cara al futuro y también defenderemos a nuestros pensionados”.","Logran histórico consenso","/logran-hist-rico-consenso/article_7b2ffbec-6cbd-11eb-85e2-6323c48da2e2.html"
"8 horas","Miguel Rivera Puig, EL VOCERO","Un hombre adicto a narcóticos fue intervenido hace varios días por agentes de la División de Homicidios del CIC de San Juan, como persona de interés en el asesinato de la líder comunitaria y artista Nilda Álvarez Lugo, ocurrido en la noche del viernes 13 de noviembre del 2020.El intervenido durmió una noche en las oficinas del CIC en el Cuartel General en Hato Rey, y la segunda noche la pasó en un hogar en el que se procuraba desintoxicarlo.El individuo que es participante del programa de metadona, abandonó el hogar y fue intervenido nuevamente ayer y llevado de regreso al hogar. De lograrse que prospere la desintoxicación, se espera que un fiscal le tome una declaración jurada sobre el asesinato que el próximo sábado cumple tres meses de haber ocurrido.Se anticipaba, además, que le serían tomadas muestras de ADN. En la primera semana de enero, la patóloga María Conte, directora del Negociado de Ciencias Forenses les comunicó a la Fiscalía de San Juan y a su vez a los investigadores de la División de Homicidios del CIC, que no se pudo levantar material genético de valor en la gorra y la camisa halladas en la escena del crimen, para ser comparado con el deambulante del cual las autoridades sostienen tienen vídeos, que no han querido hacer público, y quien según fuentes de la Policía podría ser el usuario de drogas intervenido.Algunas versiones sostienen, que el individuo hizo unas admisiones en torno al asesinato.El Departamento de Justicia aguarda por las diligencias policiales para proceder contra el supuesto sospechoso con otras pruebas circunstanciales.Semanas después del asesinato de Nilda, la Policía insinuó que el caso estaba esclarecido y que era inminente el arresto de un sospechoso, descrito como una persona sin hogar que deambulaba por las calles de Río Piedras. Supuestamente el sospechoso robó el teléfono celular de la víctima e hizo varias llamadas, lo que ayudó a que pudiera ser identificado.En las imágenes captadas por los vídeos el presunto asesino, con aspecto de usuario de drogas, llevaba una gorra negra y una camisa similar a las ocupadas en el apartamento de Álvarez Lugo, en el edificio Balseiro Elderly Housing, en la esquina de las calles Balseiro y Añasco de Río Piedras.La fiscal Mibari Rivera Sanfiorenzo y el agente José L. Rivera y el sargento Arnaldo Ruiz, de la División de Homicidios del CIC de San Juan, tienen a su cargo la investigación.","Detienen a persona de interés en el asesinato de Nilda Álvarez","/ley-y-orden/detienen-a-persona-de-inter-s-en-el-asesinato-de-nilda-lvarez/article_159cef80-6c93-11eb-9c8d-03334f856235.html"
"8 horas","Miguel Rivera Puig, EL VOCERO","Un hombre adicto a narcóticos fue intervenido hace varios días por agentes de la División de Homicidios del CIC de San Juan, como persona de interés en el asesinato de la líder comunitaria y artista Nilda Álvarez Lugo, ocurrido en la noche del viernes 13 de noviembre del 2020.El intervenido durmió una noche en las oficinas del CIC en el Cuartel General en Hato Rey, y la segunda noche la pasó en un hogar en el que se procuraba desintoxicarlo.El individuo que es participante del programa de metadona, abandonó el hogar y fue intervenido nuevamente ayer y llevado de regreso al hogar. De lograrse que prospere la desintoxicación, se espera que un fiscal le tome una declaración jurada sobre el asesinato que el próximo sábado cumple tres meses de haber ocurrido.Se anticipaba, además, que le serían tomadas muestras de ADN. En la primera semana de enero, la patóloga María Conte, directora del Negociado de Ciencias Forenses les comunicó a la Fiscalía de San Juan y a su vez a los investigadores de la División de Homicidios del CIC, que no se pudo levantar material genético de valor en la gorra y la camisa halladas en la escena del crimen, para ser comparado con el deambulante del cual las autoridades sostienen tienen vídeos, que no han querido hacer público, y quien según fuentes de la Policía podría ser el usuario de drogas intervenido.Algunas versiones sostienen, que el individuo hizo unas admisiones en torno al asesinato.El Departamento de Justicia aguarda por las diligencias policiales para proceder contra el supuesto sospechoso con otras pruebas circunstanciales.Semanas después del asesinato de Nilda, la Policía insinuó que el caso estaba esclarecido y que era inminente el arresto de un sospechoso, descrito como una persona sin hogar que deambulaba por las calles de Río Piedras. Supuestamente el sospechoso robó el teléfono celular de la víctima e hizo varias llamadas, lo que ayudó a que pudiera ser identificado.En las imágenes captadas por los vídeos el presunto asesino, con aspecto de usuario de drogas, llevaba una gorra negra y una camisa similar a las ocupadas en el apartamento de Álvarez Lugo, en el edificio Balseiro Elderly Housing, en la esquina de las calles Balseiro y Añasco de Río Piedras.La fiscal Mibari Rivera Sanfiorenzo y el agente José L. Rivera y el sargento Arnaldo Ruiz, de la División de Homicidios del CIC de San Juan, tienen a su cargo la investigación.","Detienen a persona de interés en el asesinato de Nilda Álvarez","/ley-y-orden/detienen-a-persona-de-inter-s-en-el-asesinato-de-nilda-lvarez/article_159cef80-6c93-11eb-9c8d-03334f856235.html"
"9 horas","Melissa Correa Velázquez, EL VOCERO","La Sociedad para la Asistencia Legal y otras entidades denunciaron violaciones constitucionales a los derechos de los sumariados, al no celebrárseles las vistas preliminares en el término que establece la ley -en o antes de 30 días- y a quienes alegan, mantienen en condiciones infrahumanas y en cuarentena indefinida.Los sumariados son imputados de delitos y que están en espera de juicio en las instituciones penales de la Isla y que se presumen son inocentes.Durante una rueda de prensa, la abogada Laura Coss Guzmán observó que el Tribunal Supremo de Puerto Rico determinó en septiembre de 2020, que para proteger la salud ante la pandemia del Covid-19, las vistas antes del juicio serán celebradas a través de videoconferencia.Sin embargo, la letrada mantuvo el Departamento de Corrección y Rehabilitación (DCR) está incumpliendo la normativa y no se están celebrando las audiencias.“Pasan semanas y meses y hay sumariados que ni siquiera han sido traídos para entrevistas con abogados, ni comparecen para sus vistas, excediendo el término de juicio rápido y en violación a los derechos constitucionales”, afirmó Coss Guzmán.Comentó que en ocasiones, los abogados entrevistan a sus clientes un día antes o hasta el mismo día de la vista.“Hay gestiones que tenemos que hacer para representar dignamente y adecuadamente como dicen los cánones de ética y a veces tenemos que hacer investigaciones, gestiones para traer prueba a su favor, testigos a su favor con prueba y evidencia que les sirva en esa vista preliminar y, ¿qué nos ocurre?, que cuando llegamos a la vista preliminar el día 28, qué tiempo tenemos para realizar la investigación”, apuntó Coss Guzmán.Comentó que en ocasiones, los representantes legales comparecen a las audiencias en los tribunales y se les informa que “súbitamente” sus representados fueron trasladados a otra cárcel que no cuenta con el equipo tecnológico para realizar las videoconferencias.De otra parte, denunció que en algunas cárceles no se les está permitiendo el aseo a los reclusos debido a la cuarentena.“Están siendo ubicados en condiciones infrahumanas. Esta cuarentena incluye personas mezcladas habiendo dado positivo con personas de nuevo ingreso, con personas que no se sabe si están infectadas… Hay falta de camas, están durmiendo en el piso, sin acceso a un baño decente… Son condiciones que no se pueden permitir aunque se les haya privado de su libertad”, expuso Coss Guzmán.Mientras, el abogado Diego Alcalá dijo a preguntas de la prensa que tradicionalmente, el 15% de la población penal está compuesta por sumariados.“A quién esto más afecta es a la gente empobrecida del País, que no tiene los recursos para prestar una fianza”, apuntó Coss Guzmán.Entretanto, la directora ejecutiva de Amnistía Internacional de Puerto Rico, Liza Gallardo, advirtió que si el DCR no toma acción ante esta denuncias, la organización tomará acciones a nivel internacional, las cuales no adelantó.Durante la conferencia de prensa, Coss Guzmán mencionó varios nombres de sumariados de quienes se desconoce en cuál institución penal están recluidos.Por su parte, la secretaria del DCR, Ana Escobar Pabón, afirmó que se han celebrado 1,119 vistas a través de videoconferencia, desde que asumió la dirección de la agencia en el Centro de Ingreso Bayamón 705, Bayamón 292, Ponce 676, Ponce 246, 224 y 304 y en Guerrero en Aguadilla y en el Centro de Rehabilitación de Mujeres. “Hemos recibido visitas de abogados; 99 visitas se han hecho de manera presencial y a través de videoconferencia y han participado en 97 entrevistas. Estamos en la mejor disposición de colaborar, de recibirlos, de que no necesitan una cita para ser atendidos en nuestra agencia. Tenemos puertas abiertas y si ellos tienen alguna duda o alguna información adicional con relación a sus clientes, podemos atenderlo e informarle de inmediato cuál es la situación de cada uno”, señaló la funcionaria.En cuanto a la situación de aseo, respondió que el asunto está bajo investigación. “Mantenemos constante monitoría de los servicios en las áreas médicas. De encontrar que ese tipo de denuncia es correcta y cierta, definitivamente entraremos en un proceso donde iniciaremos, aparte de una investigación administrativa, cualquier tipo de sanción que aplique a aquellos empleados que han permitido que esta situación ocurra, de ser cierta”, anticipó.","Denuncian violaciones a derechos de sumariados en cárceles","/ley-y-orden/denuncian-violaciones-a-derechos-de-sumariados-en-c-rceles/article_248f6bf8-6c89-11eb-8025-1f1bab9615bd.html"
"7 horas","Redacción, EL VOCERO","El juicio contra el cerrajero Jensen Medina Cardona, acusado por el asesinato de la joven ejecutiva Arellys Mercado Ríos, se iniciará el 23 de marzo, según transcendió en una vista de status del caso.La jueza del Tribunal de Primera Instancia de Fajardo, Gema González Rodríguez, señaló las fechas del 23, 25 y 26 de marzo; 6,9,12 y 13, 27 y 30 de abril y 4,6 y 7 de mayo para la celebración del proceso judicial.
        
            
                         Download PDF
                    
        
        
    La defensa del acusado se reservó el derecho de apelar la decisión del tribunal de que no procedía un juicio por jurado.El pasado 2 de febrero, la magistrada González Rodríguez denegó la petición de Medina Cardona de que se le restituyera el derecho a juicio por jurado.Medina Cardona se encuentra en libertad bajo fianza. Este enfrenta cargos por asesinato en primer grado y violaciones a la Ley de Armas.El asesinato de Mercado Ríos ocurrió en la noche del domingo, 18 de agosto de 2019, aproximadamente a las 9:43 p.m. en el área del muelle Villa Marina Yatch Harbour, en Villa Marina Boulevard, en Fajardo.La joven de 34 años, quien se desempeñaba como gerente de ventas de una empresa dueña de varias funerarias, murió en el acto al recibir un balazo en el cuello en las instalaciones de Villa Marina.","Pautan fechas para la continuación del juicio contra Jensen Medina","/ley-y-orden/pautan-fechas-para-la-continuaci-n-del-juicio-contra-jensen-medina/article_bd6755f2-6c89-11eb-b00f-4b763f753a21.html"
"9 horas","Redacción, EL VOCERO","El Área de Querellas e Investigaciones de la Oficina del Inspector General de Puerto Rico (OIG) radicó las primeras querellas contra empleados públicos que solicitaron y recibieron los beneficios del Programa de Asistencia de Desempleo por la Pandemia (PUA).Con esto, se da inicio a un procedimiento adjudicativo formal para determinar las penalidades que procedan. El proceso investigativo se dio en colaboración del Departamento del Trabajo y Recursos Humanos (DTRH).En este procedimiento los servidores públicos concernidos serán acreedores de las garantías del debido proceso de ley. Las querellas se sustentan en conducta ilegal al recibir los beneficios del PUA, sin tener derecho a ello.“Desde que se identificaron irregularidades en las reclamaciones relacionadas a la compensación del PUA, hemos investigado diversos casos de posible fraude. Hemos estado en estrecha colaboración con la OIG proveyéndole asistencia técnica para que la misma pueda ejercer sus funciones fiscalizadoras”, dijo el secretario del Trabajo, Carlos Rivera Santiago. La evaluación e investigación llevada a cabo estuvo a cargo del Área de Querellas en Investigaciones de la OIG, bajo las facultades conferidas en los artículos 2,7,8 y 17 de la Ley Núm. 15 de 2017, Ley del Inspector General de Puerto Rico.Las querellas presentadas son parte de una primera etapa, no obstante, la OIG y el DTRH continúan trabajando conjuntamente en el proceso investigativo.La OIG sostuvo que esta información parte del interés público que ha generado las reclamaciones del PUA. Para salvaguardar la pulcritud del proceso administrativo, la OIG indicó que no emitirá declaraciones adicionales.","Radican primeras querellas contra empleados públicos por fraude al PUA","/ley-y-orden/radican-primeras-querellas-contra-empleados-p-blicos-por-fraude-al-pua/article_b99091fc-6c73-11eb-8229-0f9cac6aca9b.html"
"11/02/2021","InterNewsService","Una transeúnte fue asaltada por un delincuente solitario a las 8:49 de anoche mientras caminaba por la calle Kings Court, en el Condado.La querellante denunció que cuando se disponía a cruzar la calle se le acercó un individuo que le arrebató la cartera que contenía documentos personales y 20 dólares en efectivo.El caso quedó en manos de agentes de la División de Robos del Cuerpo de Investigaciones Criminales (CIC) de San Juan.","Le roban por la fuerza la cartera a una mujer en el Condado","/ley-y-orden/le-roban-por-la-fuerza-la-cartera-a-una-mujer-en-el-condado/article_b95e4ec6-6c6f-11eb-b945-7b61a86a01dc.html"
